Unnamed: 0,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Transaction_count_log,Transaction_amount_log
53,Andaman & Nicobar,2020,3,Financial Services,572,961836.7129860274,6.349138991379798,13.776599978220123
54,Andaman & Nicobar,2020,3,Others,808,539449.7721868362,6.694562058521095,13.198304958673042
55,Andaman & Nicobar,2020,4,Peer-to-peer payments,81439,533316526.1814983,11.307609552730574,20.094625663617787
56,Andaman & Nicobar,2020,4,Recharge & bill payments,80811,33710030.534383245,11.299868373857027,17.333305993005837
57,Andaman & Nicobar,2020,4,Merchant payments,59391,56867468.940003954,10.99189797871964,17.85623401222616
58,Andaman & Nicobar,2020,4,Financial Services,965,1880546.967237064,6.872128101338986,14.447073232511006
59,Andaman & Nicobar,2020,4,Others,1925,1508083.6917299272,7.562681246721884,14.2263503245047
60,Andaman & Nicobar,2021,1,Peer-to-peer payments,105458,665391395.715478,11.566068048368315,20.31588599046937
61,Andaman & Nicobar,2021,1,Recharge & bill payments,84119,37160922.86506996,11.339987741966613,17.430768306506536
62,Andaman & Nicobar,2021,1,Merchant payments,53090,78606979.05751458,10.879743865577717,18.17997104553799
63,Andaman & Nicobar,2021,1,Financial Services,884,1469351.0852598653,6.784457062637643,14.200331422693486
64,Andaman & Nicobar,2021,1,Others,1201,1077918.666433228,7.0909098220799835,13.890542579026981
65,Andaman & Nicobar,2021,2,Peer-to-peer payments,132772,748382044.7707307,11.796388650420388,20.433424160588874
66,Andaman & Nicobar,2021,2,Recharge & bill payments,120911,43691961.26275121,11.702810016748598,17.59267469034697
67,Andaman & Nicobar,2021,2,Merchant payments,85143,103707408.50908464,11.352087474843115,18.457084112394153
68,Andaman & Nicobar,2021,2,Financial Services,960,2038521.5136710336,6.866933284461882,14.527735354862985
69,Andaman & Nicobar,2021,2,Others,1628,1327080.0560584562,7.395107546562485,14.098491640099361
70,Andaman & Nicobar,2021,3,Peer-to-peer payments,192321,1077787837.1562996,12.166921129982683,20.798176478519963
71,Andaman & Nicobar,2021,3,Recharge & bill payments,136010,51243450.85925055,11.8204836914268,17.75209837970501
72,Andaman & Nicobar,2021,3,Merchant payments,118340,176991328.21761328,11.681317116230685,18.991611296217073
73,Andaman & Nicobar,2021,3,Financial Services,990,2351013.441729573,6.897704943128636,14.670357044957829
74,Andaman & Nicobar,2021,3,Others,2103,1650766.1267105162,7.6511201757027,14.316750057332445
75,Andaman & Nicobar,2021,4,Peer-to-peer payments,285778,1544932663.2744582,12.562970564608102,21.158246162705197
76,Andaman & Nicobar,2021,4,Merchant payments,210164,322842314.62433755,12.25564345729592,19.592674571965855
77,Andaman & Nicobar,2021,4,Recharge & bill payments,135608,59243518.11464358,11.817523649798321,17.897166933086048
78,Andaman & Nicobar,2021,4,Financial Services,1718,3137965.167474068,7.4489161025442,14.959085111982171
