State,Year,Quarter,District,RegisteredUser,AppOpens,RegisteredUser_log
Arunachal Pradesh,2018,3,kurung kumey district,222,0,5.402677381872279
Arunachal Pradesh,2018,3,siang district,373,0,5.921578419643816
Arunachal Pradesh,2018,3,kra daadi district,190,0,5.247024072160486
Arunachal Pradesh,2018,3,changlang district,2889,0,7.968665700466235
Arunachal Pradesh,2018,3,pakke kessang district,103,0,4.634728988229636
Arunachal Pradesh,2018,3,east siang district,3590,0,8.185907481482324
Arunachal Pradesh,2018,3,upper subansiri district,1169,0,7.063903961472068
Arunachal Pradesh,2018,3,tawang district,3112,0,8.043020885298283
Arunachal Pradesh,2018,3,namsai district,1862,0,7.529406457837013
Arunachal Pradesh,2018,4,lower subansiri district,1459,0,7.285506548522785
Arunachal Pradesh,2018,4,tirap district,1684,0,7.428927194802272
Arunachal Pradesh,2018,4,papum pare district,21342,0,9.96843224117651
Arunachal Pradesh,2018,4,anjaw district,744,0,6.612041034833092
Arunachal Pradesh,2018,4,lower siang district,936,0,6.841615476477592
Arunachal Pradesh,2018,4,dibang valley district,178,0,5.181783550292085
Arunachal Pradesh,2018,4,west kameng district,6492,0,8.778325928634482
Arunachal Pradesh,2018,4,shi yomi district,144,0,4.969813299576001
Arunachal Pradesh,2018,4,east kameng district,691,0,6.53813982376767
Arunachal Pradesh,2018,4,lohit district,3588,0,8.185350223178686
Arunachal Pradesh,2018,4,lepa rada district,548,0,6.306275286948016
Arunachal Pradesh,2018,4,lower dibang valley district,1827,0,7.510430556378006
Arunachal Pradesh,2018,4,longding district,923,0,6.827629234502852
Arunachal Pradesh,2018,4,west siang district,2117,0,7.6577552711348655
Arunachal Pradesh,2018,4,kamle district,109,0,4.6913478822291435
Arunachal Pradesh,2018,4,upper siang district,868,0,6.7661917146603505
Arunachal Pradesh,2018,4,kurung kumey district,321,0,5.771441123130016
Arunachal Pradesh,2018,4,siang district,483,0,6.180016653652572
Arunachal Pradesh,2018,4,kra daadi district,255,0,5.541263545158426
Arunachal Pradesh,2018,4,changlang district,4036,0,8.3030093814735
Arunachal Pradesh,2018,4,pakke kessang district,138,0,4.927253685157205
Arunachal Pradesh,2018,4,east siang district,4813,0,8.47907586930311
Arunachal Pradesh,2018,4,upper subansiri district,1576,0,7.362645270417825
Arunachal Pradesh,2018,4,tawang district,4085,0,8.315077007294104
Arunachal Pradesh,2018,4,namsai district,2495,0,7.822044008185619
Arunachal Pradesh,2019,1,lower subansiri district,1879,0,7.538494999413465
Arunachal Pradesh,2019,1,tirap district,2082,0,7.641084249174914
Arunachal Pradesh,2019,1,papum pare district,26298,0,10.177248169646864
Arunachal Pradesh,2019,1,anjaw district,934,0,6.839476438228843
Arunachal Pradesh,2019,1,lower siang district,1123,0,7.023758954738443
Arunachal Pradesh,2019,1,dibang valley district,211,0,5.351858133476067
Arunachal Pradesh,2019,1,west kameng district,8115,0,9.00146947994869
Arunachal Pradesh,2019,1,shi yomi district,186,0,5.225746673713202
Arunachal Pradesh,2019,1,east kameng district,876,0,6.775366090936392
Arunachal Pradesh,2019,1,lohit district,4416,0,8.392989587956931
Arunachal Pradesh,2019,1,lepa rada district,710,0,6.565264970035361
Arunachal Pradesh,2019,1,lower dibang valley district,2314,0,7.746732907753622
Arunachal Pradesh,2019,1,longding district,1152,0,7.049254841255837
Arunachal Pradesh,2019,1,west siang district,2656,0,7.884576510596324
Arunachal Pradesh,2019,1,kamle district,141,0,4.948759890378168
Arunachal Pradesh,2019,1,upper siang district,1125,0,7.025538314638521
Arunachal Pradesh,2019,1,kurung kumey district,385,0,5.953243334287785
Arunachal Pradesh,2019,1,siang district,651,0,6.478509642208569
Arunachal Pradesh,2019,1,kra daadi district,350,0,5.857933154483459
Arunachal Pradesh,2019,1,changlang district,5210,0,8.558335134747413
Arunachal Pradesh,2019,1,pakke kessang district,162,0,5.087596335232384
Arunachal Pradesh,2019,1,east siang district,5899,0,8.682538124003075
Arunachal Pradesh,2019,1,upper subansiri district,1906,0,7.552762084214147
Arunachal Pradesh,2019,1,tawang district,5023,0,8.521782643750045
Arunachal Pradesh,2019,1,namsai district,3153,0,8.056109659545061
Arunachal Pradesh,2019,2,lower subansiri district,2463,11644,7.809135398120538
Arunachal Pradesh,2019,2,tirap district,2697,12779,7.89989532313973
Arunachal Pradesh,2019,2,papum pare district,32800,163673,10.398183794372235
Arunachal Pradesh,2019,2,anjaw district,1175,4993,7.069023426578259
Arunachal Pradesh,2019,2,lower siang district,1457,7737,7.284134806195205
Arunachal Pradesh,2019,2,dibang valley district,241,258,5.484796933490655
Arunachal Pradesh,2019,2,west kameng district,9782,73944,9.188299241099303
Arunachal Pradesh,2019,2,shi yomi district,225,24,5.41610040220442
Arunachal Pradesh,2019,2,east kameng district,1075,4146,6.980075940561763
Arunachal Pradesh,2019,2,lohit district,5485,32550,8.609772372709331
Arunachal Pradesh,2019,2,lepa rada district,903,4196,6.805722553416985
Arunachal Pradesh,2019,2,lower dibang valley district,2842,12669,7.952263308657046
Arunachal Pradesh,2019,2,longding district,1420,13256,7.258412150595307
Arunachal Pradesh,2019,2,west siang district,3393,15972,8.129469764784231
Arunachal Pradesh,2019,2,kamle district,212,972,5.356586274672012
Arunachal Pradesh,2019,2,upper siang district,1372,2710,7.22402480828583
Arunachal Pradesh,2019,2,kurung kumey district,481,2171,6.175867270105761
Arunachal Pradesh,2019,2,siang district,831,3209,6.7226297948554485
Arunachal Pradesh,2019,2,kra daadi district,440,2639,6.0867747269123065
Arunachal Pradesh,2019,2,changlang district,6884,37725,8.83695515733143
Arunachal Pradesh,2019,2,pakke kessang district,211,1237,5.351858133476067
Arunachal Pradesh,2019,2,east siang district,7319,34596,8.898228985601227
Arunachal Pradesh,2019,2,upper subansiri district,2355,9043,7.764296006450518
Arunachal Pradesh,2019,2,tawang district,5908,32103,8.68406264365127
Arunachal Pradesh,2019,2,namsai district,3914,18627,8.272315147956022
Arunachal Pradesh,2019,3,lower subansiri district,2928,42877,7.982074875081202
Arunachal Pradesh,2019,3,tirap district,3099,49222,8.038834757787749
Arunachal Pradesh,2019,3,papum pare district,38845,582435,10.567334647384522
Arunachal Pradesh,2019,3,anjaw district,1358,19509,7.213768308118642
Arunachal Pradesh,2019,3,lower siang district,1689,25736,7.4318919168078
Arunachal Pradesh,2019,3,dibang valley district,271,1436,5.602118820879701
Arunachal Pradesh,2019,3,west kameng district,11186,260068,9.322418275381533
Arunachal Pradesh,2019,3,shi yomi district,239,158,5.476463551931511
Arunachal Pradesh,2019,3,east kameng district,1304,19974,7.1731917424865985
Arunachal Pradesh,2019,3,lohit district,6421,112322,8.76732914779405
Arunachal Pradesh,2019,3,lepa rada district,1064,13695,6.96979066990159
Arunachal Pradesh,2019,3,lower dibang valley district,3398,43057,8.130942302231878
Arunachal Pradesh,2019,3,longding district,1634,46571,7.3987862754199485
Arunachal Pradesh,2019,3,west siang district,4101,64241,8.31898612539206
Arunachal Pradesh,2019,3,kamle district,258,3686,5.552959584921617
Arunachal Pradesh,2019,3,upper siang district,1486,8960,7.303843225277705
Arunachal Pradesh,2019,3,kurung kumey district,572,8396,6.349138991379798
Arunachal Pradesh,2019,3,siang district,948,13437,6.854354502255021
Arunachal Pradesh,2019,3,kra daadi district,524,11363,6.261491684321042
Arunachal Pradesh,2019,3,changlang district,8145,139098,9.005159521036145
Arunachal Pradesh,2019,3,pakke kessang district,244,5099,5.497168225293202
Arunachal Pradesh,2019,3,east siang district,8571,118071,9.056139690898883
Arunachal Pradesh,2019,3,upper subansiri district,2748,35114,7.91862865334224
Arunachal Pradesh,2019,3,tawang district,6553,114907,8.787678239039497
Arunachal Pradesh,2019,3,namsai district,4563,72268,8.425735580927402
Arunachal Pradesh,2019,4,lower subansiri district,3564,53396,8.1786387885907
Arunachal Pradesh,2019,4,tirap district,3605,67097,8.190077049719049
Arunachal Pradesh,2019,4,papum pare district,44746,670934,10.708757334233022
Arunachal Pradesh,2019,4,anjaw district,1564,23729,7.355001921105257
Arunachal Pradesh,2019,4,lower siang district,1921,28156,7.560601162768557
Arunachal Pradesh,2019,4,dibang valley district,289,1738,5.666426688112432
Arunachal Pradesh,2019,4,west kameng district,12562,313584,9.438431663014326
Arunachal Pradesh,2019,4,shi yomi district,266,880,5.583496308781699
Arunachal Pradesh,2019,4,east kameng district,1623,27850,7.392031567514591
Arunachal Pradesh,2019,4,lohit district,7386,129353,8.90734159541251
Arunachal Pradesh,2019,4,lepa rada district,1263,20798,7.141245122350491
Arunachal Pradesh,2019,4,lower dibang valley district,3944,50034,8.279950715722526
Arunachal Pradesh,2019,4,longding district,1847,48945,7.52131798019924
Arunachal Pradesh,2019,4,west siang district,4773,70790,8.470730317005897
Arunachal Pradesh,2019,4,kamle district,323,5098,5.777652323222656
Arunachal Pradesh,2019,4,upper siang district,1804,26060,7.4977617006225685
Arunachal Pradesh,2019,4,kurung kumey district,653,7904,6.481577129276431
Arunachal Pradesh,2019,4,siang district,1131,19220,7.030857476116121
Arunachal Pradesh,2019,4,kra daadi district,603,13700,6.401917196727186
Arunachal Pradesh,2019,4,changlang district,9662,152680,9.175955945114351
Arunachal Pradesh,2019,4,pakke kessang district,296,5981,5.69035945432406
Arunachal Pradesh,2019,4,east siang district,9859,132534,9.196140022575042
Arunachal Pradesh,2019,4,upper subansiri district,3144,42354,8.053251153549096
Arunachal Pradesh,2019,4,tawang district,7303,139898,8.89604050162011
Arunachal Pradesh,2019,4,namsai district,5190,87627,8.554488976159934
Arunachal Pradesh,2020,1,lower subansiri district,4351,72887,8.37816098272068
Arunachal Pradesh,2020,1,tirap district,4261,76554,8.357259153499912
Arunachal Pradesh,2020,1,papum pare district,51342,819599,10.84626440964611
Arunachal Pradesh,2020,1,anjaw district,1747,25453,7.465655310134056
Arunachal Pradesh,2020,1,lower siang district,2201,35216,7.696667081526462
Arunachal Pradesh,2020,1,dibang valley district,320,2195,5.768320995793772
Arunachal Pradesh,2020,1,west kameng district,13983,332479,9.54559758504085
Arunachal Pradesh,2020,1,shi yomi district,290,989,5.66988092298052
Arunachal Pradesh,2020,1,east kameng district,1962,37103,7.581719640125308
Arunachal Pradesh,2020,1,lohit district,8454,159158,9.042394981126735
Arunachal Pradesh,2020,1,lepa rada district,1532,28280,7.3343293503005365
Arunachal Pradesh,2020,1,lower dibang valley district,4650,71091,8.444622498581403
Arunachal Pradesh,2020,1,longding district,2201,58817,7.696667081526462
Arunachal Pradesh,2020,1,west siang district,5757,97255,8.65817178467581
Arunachal Pradesh,2020,1,kamle district,373,7135,5.921578419643816
Arunachal Pradesh,2020,1,upper siang district,2143,37600,7.669961995473577
Arunachal Pradesh,2020,1,kurung kumey district,725,11471,6.586171654854675
Arunachal Pradesh,2020,1,siang district,1390,24530,7.237059026124737
Arunachal Pradesh,2020,1,kra daadi district,701,16770,6.55250788703459
Arunachal Pradesh,2020,1,changlang district,11262,201632,9.329189505814563
Arunachal Pradesh,2020,1,pakke kessang district,371,9758,5.916202062607435
Arunachal Pradesh,2020,1,east siang district,11298,167166,9.332380997885208
Arunachal Pradesh,2020,1,upper subansiri district,3675,56522,8.209308411646937
Arunachal Pradesh,2020,1,tawang district,8048,138728,8.99317889233952
Arunachal Pradesh,2020,1,namsai district,6029,109933,8.704336438489406
Arunachal Pradesh,2020,2,lower subansiri district,5392,108893,8.592671652592143
Arunachal Pradesh,2020,2,tirap district,5239,114770,8.56388591940822
Arunachal Pradesh,2020,2,papum pare district,59968,932769,11.001566365598094
Arunachal Pradesh,2020,2,anjaw district,1961,34903,7.581209826196346
Arunachal Pradesh,2020,2,lower siang district,2644,48738,7.880048200971577
Arunachal Pradesh,2020,2,dibang valley district,367,4076,5.905361848054571
Arunachal Pradesh,2020,2,west kameng district,15766,394250,9.665611001619853
Arunachal Pradesh,2020,2,shi yomi district,320,1597,5.768320995793772
Arunachal Pradesh,2020,2,east kameng district,2506,53112,7.826443135456014
Arunachal Pradesh,2020,2,lohit district,10154,219948,9.22562299550734
Arunachal Pradesh,2020,2,lepa rada district,1890,38098,7.5443321080536885
Arunachal Pradesh,2020,2,lower dibang valley district,5782,110670,8.662504922576291
Arunachal Pradesh,2020,2,longding district,2751,86086,7.919719760924575
Arunachal Pradesh,2020,2,west siang district,7239,147515,8.88723835429314
Arunachal Pradesh,2020,2,kamle district,509,11566,6.2324480165505225
Arunachal Pradesh,2020,2,upper siang district,2552,54123,7.844632644464681
Arunachal Pradesh,2020,2,kurung kumey district,834,16738,6.726233402358747
Arunachal Pradesh,2020,2,siang district,1831,40101,7.5126175446745105
Arunachal Pradesh,2020,2,kra daadi district,870,25480,6.76849321164863
Arunachal Pradesh,2020,2,changlang district,14036,293705,9.549380736703105
Arunachal Pradesh,2020,2,pakke kessang district,438,13500,6.082218910376446
Arunachal Pradesh,2020,2,east siang district,13601,235755,9.517898598432753
Arunachal Pradesh,2020,2,upper subansiri district,4465,80310,8.4040244933106
Arunachal Pradesh,2020,2,tawang district,8993,170812,9.104201775914515
Arunachal Pradesh,2020,2,namsai district,7426,149491,8.912742634737025
Arunachal Pradesh,2020,3,lower subansiri district,6456,117359,8.772765209949785
Arunachal Pradesh,2020,3,tirap district,6119,125437,8.71915396346254
Arunachal Pradesh,2020,3,papum pare district,69419,1157730,11.147915884241439
Arunachal Pradesh,2020,3,anjaw district,2226,42320,7.70796153183549
Arunachal Pradesh,2020,3,lower siang district,2983,51520,8.000684784514748
Arunachal Pradesh,2020,3,dibang valley district,411,4634,6.018593214496234
Arunachal Pradesh,2020,3,west kameng district,17636,461190,9.777697546477828
Arunachal Pradesh,2020,3,shi yomi district,337,2788,5.820082930352362
Arunachal Pradesh,2020,3,east kameng district,3169,63062,8.06117135969092
Arunachal Pradesh,2020,3,lohit district,11755,264444,9.37203396097417
Arunachal Pradesh,2020,3,lepa rada district,2304,47233,7.742402021815782
Arunachal Pradesh,2020,3,lower dibang valley district,6799,117752,8.82453082152646
Arunachal Pradesh,2020,3,longding district,3277,91330,8.094683648698815
Arunachal Pradesh,2020,3,west siang district,8623,158496,9.062188330952324
Arunachal Pradesh,2020,3,kamle district,639,12196,6.459904454377535
Arunachal Pradesh,2020,3,upper siang district,3011,59246,8.010027528481734
Arunachal Pradesh,2020,3,kurung kumey district,1025,18583,6.932447891572509
Arunachal Pradesh,2020,3,siang district,2225,42723,7.707512194600341
Arunachal Pradesh,2020,3,kra daadi district,1026,29126,6.933423025730715
Arunachal Pradesh,2020,3,changlang district,16385,326045,9.704121561132915
Arunachal Pradesh,2020,3,pakke kessang district,508,11721,6.230481447578482
Arunachal Pradesh,2020,3,east siang district,15921,302165,9.675394271496005
Arunachal Pradesh,2020,3,upper subansiri district,5295,106598,8.574518258035507
Arunachal Pradesh,2020,3,tawang district,9944,224583,9.204724633190548
Arunachal Pradesh,2020,3,namsai district,8553,165140,9.054037377580782
Arunachal Pradesh,2020,4,lower subansiri district,7388,124398,8.90761234131913
Arunachal Pradesh,2020,4,tirap district,6805,134124,8.825412915085566
Arunachal Pradesh,2020,4,papum pare district,77936,1397025,11.263643256046324
Arunachal Pradesh,2020,4,anjaw district,2485,61121,7.818027938530729
Arunachal Pradesh,2020,4,lower siang district,3320,54476,8.107720061910534
Arunachal Pradesh,2020,4,dibang valley district,444,7677,6.095824562432225
Arunachal Pradesh,2020,4,west kameng district,19464,455337,9.876321884463358
Arunachal Pradesh,2020,4,shi yomi district,370,5847,5.91350300563827
Arunachal Pradesh,2020,4,east kameng district,3638,62876,8.199189359078067
Arunachal Pradesh,2020,4,lohit district,13126,285992,9.482350275033667
Arunachal Pradesh,2020,4,lepa rada district,2735,57036,7.913886714856082
Arunachal Pradesh,2020,4,lower dibang valley district,7693,132469,8.948066103458935
Arunachal Pradesh,2020,4,longding district,3753,87881,8.23031079913502
Arunachal Pradesh,2020,4,west siang district,9911,180696,9.201400530406708
Arunachal Pradesh,2020,4,kamle district,745,14866,6.61338421837956
