State,Year,Quarter,District,Count,Amount,Count_log,Amount_log
Gujarat,2021,1,jamnagar district,899501,1894971999.4394407,13.709595444100845,21.36246989935023
Gujarat,2021,1,devbhumi dwarka district,263772,630081190.7413921,12.482840372616074,20.261359243238974
Gujarat,2021,1,rajkot district,2278417,5057583315.413301,14.638991461548363,22.344154600506332
Gujarat,2021,1,aravallis district,655695,1314732516.1866505,13.393451020784175,20.99689907214158
Gujarat,2021,1,chhotaudepur district,225606,452389275.3974223,12.326545393997062,19.93005359590717
Gujarat,2021,1,botad district,367267,798953588.0229607,12.813844382957967,20.498813414462624
Gujarat,2021,1,bharuch district,3420929,5756013890.9055805,15.045422709578922,22.47351103926007
Gujarat,2021,1,bhavnagar district,1446583,3264511506.595693,14.18471478163464,21.906375973349856
Gujarat,2021,1,junagadh district,543809,1204237180.1488335,13.206353361245835,20.90911215791147
Gujarat,2021,1,mahesana district,2587041,5454846785.509393,14.766025309515715,22.4197703688543
Gujarat,2021,1,the dangs district,83737,130412216.08515008,11.335436213758243,18.686210884703563
Gujarat,2021,1,kheda district,1165033,2180336937.401629,13.968259970761016,21.502745260245597
Gujarat,2021,1,surat district,13429789,28261722802.552788,16.412985857281434,24.064774174926136
Gujarat,2021,1,porbandar district,184436,466162975.4066367,12.125057798815897,19.960045863579985
Gujarat,2021,1,gandhinagar district,4275528,7290530767.260056,15.268418161498348,22.70984218789689
Gujarat,2021,1,panch mahals district,976434,1849730326.470284,13.791662438689023,21.33830569593572
Gujarat,2021,1,narmada district,268489,479844444.1932763,12.500565223749186,19.98897253474535
Gujarat,2021,1,gir somnath district,575287,1368653768.466436,13.262624325690108,21.037093442914248
Gujarat,2021,1,valsad district,2745663,4775335083.735588,14.825533133816725,22.286729983021296
Gujarat,2021,1,mahisagar district,280340,582703615.8071253,12.543758431217048,20.183189237357695
Gujarat,2021,1,sabar kantha district,1357102,2620770589.4913707,14.120862101799126,21.686734229601637
Gujarat,2021,1,tapi district,612570,1114541037.7686372,13.32541850058519,20.83170853179793
Gujarat,2021,1,vadodara district,7191021,11925964623.063154,15.78834372239743,23.201983761272235
Gujarat,2021,1,banas kantha district,2927080,6883945517.865922,14.8895158970395,22.652457800950895
Gujarat,2021,1,amreli district,513706,1123115019.419037,13.149406396356003,20.83937192902436
Gujarat,2021,1,ahmadabad district,36857358,68688129153.575096,17.422565831022844,24.952842228719987
