State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,Pincode_log,Transaction_count_log,Transaction_amount_log
Andaman & Nicobar,2021,4,744107.0,21397,52036029.9980372,13.519940120678827,9.97100600426695,17.767446921189645
Andaman & Nicobar,2021,4,744112.0,18915,55448543.43365714,13.519946840119985,9.84771053706713,17.83096600331207
Andaman & Nicobar,2021,4,744301.0,14553,47792330.70050094,13.520200801891368,9.585552436913327,17.682375738992697
Andaman & Nicobar,2022,1,744101.0,209941,615978080.6944855,13.51993205728984,12.254581817844139,20.23872193757652
Andaman & Nicobar,2022,1,744103.0,157230,399715980.1391735,13.519934745093392,11.965464980464322,19.806264803215544
Andaman & Nicobar,2022,1,744105.0,122716,321850608.7396423,13.519937432889723,11.71762802154575,19.58959804783797
Andaman & Nicobar,2022,1,744102.0,74883,193336549.94178736,13.51993340119252,11.223682174451493,19.07994301032816
Andaman & Nicobar,2022,1,744104.0,32471,72915521.83614868,13.519936088992461,10.388102662282032,18.104812093877815
Andaman & Nicobar,2022,1,744211.0,30272,86955570.58655271,13.52007987575828,10.317978471851605,18.28090786326274
Andaman & Nicobar,2022,1,744107.0,25379,58776727.62636636,13.519940120678827,10.141677339388904,17.88925654585661
Andaman & Nicobar,2022,1,744202.0,24022,68519268.77643085,13.520067782340659,10.086725356114435,18.04262555968244
Andaman & Nicobar,2022,1,744112.0,23471,55469783.6622991,13.519946840119985,10.063520895521542,17.831348991939066
Andaman & Nicobar,2022,1,744301.0,17630,56879992.28461884,13.520200801891368,9.777357275391916,17.85645420781612
Andaman & Nicobar,2022,2,744101.0,252722,702122365.3629664,13.51993205728984,12.440045349341455,20.36961825643378
Andaman & Nicobar,2022,2,744103.0,230746,561168775.5622396,13.519934745093392,12.349072817436952,20.145532265945903
Andaman & Nicobar,2022,2,744105.0,176252,415796516.6034926,13.519937432889723,12.079670068127863,19.84570655577612
Andaman & Nicobar,2022,2,744102.0,101551,240451609.192299,13.51993340119252,11.528316414325875,19.29802941808518
Andaman & Nicobar,2022,2,744104.0,47069,94335358.34017952,13.519936088992461,10.759369889215188,18.36236663321267
Andaman & Nicobar,2022,2,744211.0,40245,108788594.62847154,13.52007987575828,10.602741051527834,18.504917058108767
Andaman & Nicobar,2022,2,744107.0,36402,82851064.58195859,13.519940120678827,10.502378997170354,18.232555151264958
Andaman & Nicobar,2022,2,744112.0,32548,70178309.12885833,13.519946840119985,10.390471201816547,18.066549834481393
Andaman & Nicobar,2022,2,744202.0,27750,84587978.8405464,13.520067782340659,10.23099111917458,18.253302720396754
Andaman & Nicobar,2022,2,744301.0,26170,74485462.68044695,13.520200801891368,10.172368995524192,18.12611453250302
Andaman & Nicobar,2022,3,744104.0,497273,951370315.4090765,13.519936088992461,13.116894450045713,20.673413940518238
Andaman & Nicobar,2022,3,744103.0,259994,545653686.3062732,13.519934745093392,12.468413832808311,20.117495058307888
Andaman & Nicobar,2022,3,744101.0,213864,444967255.802143,13.51993205728984,12.273095577960666,19.9135112549561
Andaman & Nicobar,2022,3,744105.0,208055,438754611.5375265,13.519937432889723,12.245557746806758,19.899450843315954
Andaman & Nicobar,2022,3,744102.0,114416,239581586.790242,13.51993340119252,11.647596208288178,19.294404571462163
Andaman & Nicobar,2022,3,744107.0,40466,85492008.49477127,13.519940120678827,10.60821739433914,18.26393346164118
Andaman & Nicobar,2022,3,744112.0,38350,74030563.48358011,13.519946840119985,10.554509806795402,18.11998858594752
Andaman & Nicobar,2022,3,744211.0,37918,89671382.06901146,13.52007987575828,10.543181212361983,18.311662235645535
Andaman & Nicobar,2022,3,744202.0,29918,85509005.84576747,13.520067782340659,10.306215584934407,18.264132259889458
Andaman & Nicobar,2022,3,744301.0,27668,70002553.35288173,13.520200801891368,10.228031789720475,18.06404227581812
Andaman & Nicobar,2022,4,744104.0,684366,1309407988.2902,13.519936088992461,13.4362481412156,20.992840954678332
Andaman & Nicobar,2022,4,744103.0,304600,612929267.1773143,13.519934745093392,12.626754719443198,20.233760099277553
Andaman & Nicobar,2022,4,744105.0,258097,505662756.1128938,13.519937432889723,12.46109076223737,20.041380515153147
Andaman & Nicobar,2022,4,744101.0,243494,467192496.1739121,13.51993205728984,12.402847580544112,19.962251928077716
Andaman & Nicobar,2022,4,744102.0,134923,264371699.73904052,13.51993340119252,11.812459524327139,19.392866624430315
Andaman & Nicobar,2022,4,744211.0,56491,137253267.66612908,13.52007987575828,10.94183661241081,18.737338446202592
Andaman & Nicobar,2022,4,744107.0,54192,104539818.47127225,13.519940120678827,10.900288575057553,18.4650785947952
Andaman & Nicobar,2022,4,744112.0,46364,82461782.47749998,13.519946840119985,10.744278575008636,18.227845501277894
Andaman & Nicobar,2022,4,744202.0,34689,94217164.85909572,13.520067782340659,10.454177912797071,18.36111294013491
Andaman & Nicobar,2022,4,744301.0,33669,82466591.07632071,13.520200801891368,10.424332811684366,18.227903812637162
Andhra Pradesh,2018,1,517501.0,110496,163487278.84449506,13.156766736486944,11.612734600189718,18.912245740042152
Andhra Pradesh,2018,1,520001.0,96883,170605900.5466873,13.161586013632684,11.481259343891216,18.95486677945004
Andhra Pradesh,2018,1,515001.0,92754,133522310.75704184,13.151924121391561,11.43770610622439,18.709779143616885
Andhra Pradesh,2018,1,517507.0,88132,127450018.2101582,13.156778330600226,11.386590969584079,18.66323483166719
Andhra Pradesh,2018,1,516001.0,84644,131194265.5243713,13.153863982446317,11.346209504954661,18.692189725625532
Andhra Pradesh,2018,1,518502.0,82421,68040306.13881023,13.158699163924897,11.319595537796637,18.035610824876436
Andhra Pradesh,2018,1,530016.0,81891,140880970.0990568,13.18066247375188,11.31314437369291,18.76342590812409
Andhra Pradesh,2018,1,520010.0,69581,119009921.97401813,13.161603321141932,11.150246820548618,18.59471742553298
Andhra Pradesh,2018,1,516360.0,68340,101612118.88480642,13.154559475620646,11.132250525669283,18.43667336635759
Andhra Pradesh,2018,1,518501.0,68193,81006512.71677604,13.158697235290168,11.130097199267592,18.21004011331531
Andhra Pradesh,2018,2,517501.0,165506,305629373.1586336,13.156766736486944,12.016762726918538,19.537883726994544
Andhra Pradesh,2018,2,518502.0,140893,127814123.87394844,13.158699163924897,11.855756016028092,18.666087609246933
Andhra Pradesh,2018,2,515001.0,129798,285924993.6163615,13.151924121391561,11.773734674812925,19.471240074305285
Andhra Pradesh,2018,2,517507.0,127731,243405277.904814,13.156778330600226,11.757681769020502,19.310238422361543
Andhra Pradesh,2018,2,520001.0,123176,271911611.0495833,13.161586013632684,11.721369505909754,19.420987612073
Andhra Pradesh,2018,2,516001.0,114806,242175477.6115077,13.153863982446317,11.650999026310208,19.30517313544989
Andhra Pradesh,2018,2,530016.0,111874,235770318.03054443,13.18066247375188,11.625128516989722,19.278368660411218
Andhra Pradesh,2018,2,520010.0,100630,220730389.6490364,13.161603321141932,11.51920570292738,19.212452558390318
Andhra Pradesh,2018,2,516360.0,96619,197068813.6044728,13.154559475620646,11.478530688230785,19.099063533345472
Andhra Pradesh,2018,2,518501.0,93442,163942778.22947574,13.158697235290168,11.445096201942578,18.915028011669182
Andhra Pradesh,2018,3,518502.0,1300146,709765829.9649723,13.158699163924897,14.077987123818037,20.380445656647318
Andhra Pradesh,2018,3,533437.0,421968,240766495.0585349,13.187096254653527,12.95268476075907,19.299338121595692
Andhra Pradesh,2018,3,518501.0,296154,291247918.8462258,13.158697235290168,12.598634868282815,19.489685417226298
Andhra Pradesh,2018,3,517501.0,295403,466133618.6014985,13.156766736486944,12.596095804748904,19.95998288618559
Andhra Pradesh,2018,3,515001.0,276595,438158383.2247275,13.151924121391561,12.530309621404436,19.898091008513102
Andhra Pradesh,2018,3,530016.0,234494,380410223.1952695,13.18066247375188,12.36518528018719,19.75676076313051
Andhra Pradesh,2018,3,517507.0,233347,386563858.6898683,13.156778330600226,12.360281895070765,19.772807635344886
Andhra Pradesh,2018,3,516259.0,220165,109844218.671292,13.154363856519463,12.302132544225044,18.514573726108985
Andhra Pradesh,2018,3,520011.0,213275,291805923.0011128,13.161605244180025,12.270337691776895,19.491599492000187
Andhra Pradesh,2018,3,520001.0,206435,371140000.3074023,13.161586013632684,12.237740871856971,19.732089908708733
Andhra Pradesh,2018,4,518502.0,441662,332201263.2829269,13.158699163924897,12.998300162640794,19.621251557914466
Andhra Pradesh,2018,4,517501.0,423357,714887920.0334857,13.156766736486944,12.955971073715821,20.387636333172978
Andhra Pradesh,2018,4,530016.0,367619,575982481.3389585,13.18066247375188,12.814802354743849,20.171587803855555
Andhra Pradesh,2018,4,515001.0,355695,651952970.9302757,13.151924121391561,12.78182890104832,20.295482986814363
Andhra Pradesh,2018,4,517507.0,318300,594747982.0458119,13.156778330600226,12.670749613270184,20.203648314196332
Andhra Pradesh,2018,4,530003.0,277131,356075793.8585544,13.180637945889643,12.532245597563803,19.690654170252508
Andhra Pradesh,2018,4,516001.0,269798,572252390.1920383,13.153863982446317,12.505428809829874,20.165090693620098
Andhra Pradesh,2018,4,520010.0,250261,492229977.1570112,13.161603321141932,12.430259652255385,20.01445659848965
Andhra Pradesh,2018,4,530017.0,248725,326891428.60271376,13.180664360485595,12.42410314745756,19.605138651108142
Andhra Pradesh,2018,4,518501.0,248520,357423401.5571966,13.158697235290168,12.42327860417763,19.694431635762616
Andhra Pradesh,2019,1,530001.0,950821,1529039457.6419592,13.180634172318978,13.765081100888132,21.147905569735613
Andhra Pradesh,2019,1,517501.0,922416,1244725311.4573965,13.156766736486944,13.734751593840318,20.942180709152407
Andhra Pradesh,2019,1,520001.0,814616,1462807205.627422,13.161586013632684,13.610472115545418,21.103623170141656
Andhra Pradesh,2019,1,530016.0,684611,960022481.5524915,13.18066247375188,13.43660607272594,20.682467260435796
Andhra Pradesh,2019,1,517507.0,671661,1009128524.8128468,13.156778330600226,13.417509027934656,20.732352948613126
Andhra Pradesh,2019,1,515001.0,609682,1009938283.8464416,13.151924121391561,13.320692788744013,20.733155060830054
Andhra Pradesh,2019,1,518502.0,545426,389782596.9665674,13.158699163924897,13.209322419691189,19.781099697983006
