State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,Pincode_log,Transaction_count_log,Transaction_amount_log
Chandigarh,2018,4,160030.0,20591,49995727.51926135,11.983116576640036,9.932609366108146,17.72744811012662
Chandigarh,2019,1,160008.0,574769,1069931934.1313274,11.982979092966005,13.26172349993027,20.79086087043546
Chandigarh,2019,1,160101.0,145641,195216162.14868197,11.983560145061489,11.888899968511334,19.089618026408548
Chandigarh,2019,1,160002.0,88708,159879389.94589326,11.98294159413784,11.39310535588792,18.889930276100174
Chandigarh,2019,1,160036.0,64777,131055127.13712464,11.983154068907261,11.078705881063264,18.691128610487077
Chandigarh,2019,1,160022.0,60415,123937719.9858828,11.983066584763705,11.008992697461409,18.635289739217058
Chandigarh,2019,1,160047.0,54281,122276420.81631088,11.98322280107988,10.901929536770998,18.62179478416525
Chandigarh,2019,1,160014.0,35848,64999227.392938524,11.983016590388063,10.487043056465978,17.989885941526786
Chandigarh,2019,1,160015.0,33699,70740802.7655864,11.983022839821707,10.42522344230968,18.07453308979125
Chandigarh,2019,1,160019.0,31111,62794996.09691887,11.98304783716574,10.345316733380217,17.95538594827844
Chandigarh,2019,1,160030.0,25421,54605920.69093012,11.983116576640036,10.143330883072752,17.815652872399028
Chandigarh,2019,2,160008.0,515736,1195330472.062431,11.982979092966005,13.153350285630507,20.90168852975712
Chandigarh,2019,2,160101.0,122225,213026619.1436175,11.983560145061489,11.713618887446847,19.176927688370533
Chandigarh,2019,2,160002.0,85284,178483766.34705296,11.98294159413784,11.353742142614896,19.0000082102138
Chandigarh,2019,2,160036.0,76218,147024084.65837026,11.983154068907261,11.241352934251516,18.806106972535908
Chandigarh,2019,2,160022.0,68095,145253626.0275789,11.983066584763705,11.128659068003058,18.79399191742999
Chandigarh,2019,2,160047.0,65539,146481996.88499743,11.98322280107988,11.090400664278606,18.802413090713014
Chandigarh,2019,2,160014.0,40627,73519583.64285952,11.983016590388063,10.612188149189475,18.113062372813673
Chandigarh,2019,2,160015.0,36891,72651519.24702394,11.983022839821707,10.515722897840558,18.101184859627352
Chandigarh,2019,2,160019.0,34162,71927514.28688887,11.98304783716574,10.438869194198006,18.091169423855746
Chandigarh,2019,2,160030.0,27361,61132946.538075775,11.983116576640036,10.216873920776164,17.928561502022326
Chandigarh,2019,3,160008.0,463581,1411083644.7822614,11.982979092966005,13.046736406001326,21.067623788557775
Chandigarh,2019,3,160101.0,165578,261798279.022841,11.983560145061489,12.017197661866376,19.383084837785315
Chandigarh,2019,3,160036.0,118544,195039837.1532201,11.983154068907261,11.683039478656438,19.088714388756465
Chandigarh,2019,3,160002.0,113594,205359149.60862035,11.98294159413784,11.640385966972918,19.140270953539915
Chandigarh,2019,3,160022.0,101533,178054300.40308928,11.983066584763705,11.52813914777561,18.997599120179814
Chandigarh,2019,3,160047.0,91171,174462847.75334305,11.98322280107988,11.42049214303914,18.97722237008124
Chandigarh,2019,3,160014.0,57265,91913452.87685244,11.983016590388063,10.955444895831816,18.33635796265009
Chandigarh,2019,3,160015.0,54871,90370556.49951594,11.983022839821707,10.912740254782156,18.319429069870864
Chandigarh,2019,3,160019.0,46142,88183679.19737558,11.98304783716574,10.739478877125554,18.294932460740775
Chandigarh,2019,3,160030.0,37989,80985473.39747421,11.983116576640036,10.545051923118718,18.20978035578131
Chandigarh,2019,4,160008.0,635340,1899718879.754596,11.982979092966005,13.361915567652556,21.36497175414804
Chandigarh,2019,4,160101.0,189767,317466538.9132905,11.983560145061489,12.153552282812644,19.575882981493706
Chandigarh,2019,4,160036.0,137208,241851459.16364747,11.983154068907261,11.829253301611917,19.30383429055659
Chandigarh,2019,4,160002.0,130221,257685239.18252617,11.98294159413784,11.776988286073301,19.36724939490768
Chandigarh,2019,4,160022.0,120266,224162725.8523838,11.983066584763705,11.697461235249882,19.227882800776964
Chandigarh,2019,4,160047.0,103726,206356650.91119856,11.98322280107988,11.549508086031915,19.145116544858368
Chandigarh,2019,4,160015.0,70113,106726744.16530988,11.983022839821707,11.157863505187136,18.485782333087176
Chandigarh,2019,4,160014.0,69754,111407405.35095796,11.983016590388063,11.152730045709548,18.528704358570852
Chandigarh,2019,4,160019.0,52557,101923959.97808152,11.98304783716574,10.869653573903932,18.439737602821424
Chandigarh,2019,4,160030.0,44445,94684047.25003594,11.983116576640036,10.702007748675776,18.36605608831702
Chandigarh,2020,1,160008.0,925287,2724066380.956586,11.982979092966005,13.737859238640967,21.725391593863552
Chandigarh,2020,1,160101.0,204633,322482913.9047445,11.983560145061489,12.228973409816358,19.59156071265628
Chandigarh,2020,1,160036.0,179376,333775590.9567788,11.983154068907261,12.097239440393375,19.625979441763256
Chandigarh,2020,1,160002.0,141763,271208737.4444152,11.98294159413784,11.8619119281432,19.41839933122693
Chandigarh,2020,1,160022.0,117571,209076837.24030256,11.983066584763705,11.674797685396763,19.15821238466331
Chandigarh,2020,1,160047.0,112942,213767800.598312,11.98322280107988,11.634629691587831,19.180400939966674
Chandigarh,2020,1,160014.0,79062,120442279.18063296,11.983016590388063,11.277987633773307,18.606681185183486
Chandigarh,2020,1,160015.0,74935,106414207.6626434,11.983022839821707,11.224376350079096,18.482849656621333
Chandigarh,2020,1,160019.0,57212,116999133.74293454,11.98304783716574,10.95451894557479,18.57767708882808
Chandigarh,2020,1,160030.0,47014,93963616.77104025,11.983116576640036,10.758200708677464,18.358418209681684
Chandigarh,2020,2,160008.0,672280,2213962955.141224,11.982979092966005,13.418430199390503,21.51804993899767
Chandigarh,2020,2,160101.0,135435,225489767.83328944,11.983560145061489,11.81624709940969,19.233785340415377
Chandigarh,2020,2,160002.0,105477,180482232.0826682,11.98294159413784,11.566248198652064,19.011142893676816
Chandigarh,2020,2,160036.0,100013,204461493.34462735,11.983154068907261,11.513055456520961,19.13589021911381
Chandigarh,2020,2,160047.0,84082,170732223.78765687,11.98322280107988,11.339547792137578,18.955606944334832
Chandigarh,2020,2,160014.0,71847,110213995.623251,11.983016590388063,11.182294136982017,18.517934448644883
Chandigarh,2020,2,160022.0,42822,102345153.00086004,11.983066584763705,10.664807268199123,18.44386151185063
Chandigarh,2020,2,160003.0,38058,89405961.01537812,11.982947844040185,10.546866590861953,18.308697915945224
Chandigarh,2020,2,160025.0,33746,44152295.988048464,11.983085332010203,10.426617170758282,17.603155487921377
Chandigarh,2020,2,160019.0,32848,76644635.32769592,11.98304783716574,10.399646139258715,18.15469017163112
Chandigarh,2020,3,160008.0,813514,2456075017.244974,11.982979092966005,13.609118415081346,21.621830391245688
Chandigarh,2020,3,160101.0,187085,347310967.735443,11.983560145061489,12.139318338016778,19.66573109721982
Chandigarh,2020,3,160036.0,164223,321961021.0310574,11.983154068907261,12.008980539272754,19.589941043482632
Chandigarh,2020,3,160002.0,164083,323859188.60292995,11.98294159413784,12.008127676343134,19.59581937621194
Chandigarh,2020,3,160047.0,126033,262891218.26635933,11.98322280107988,11.744299056404454,19.387250885819114
Chandigarh,2020,3,160022.0,100215,212473917.86900696,11.983066584763705,11.515073157027688,19.174329799355675
Chandigarh,2020,3,160014.0,89228,144237780.9553475,11.983016590388063,11.398950170656672,18.78697375234934
Chandigarh,2020,3,160015.0,57169,88615108.82699049,11.983022839821707,10.953767072413589,18.29981292955831
Chandigarh,2020,3,160030.0,52790,112925290.67615484,11.983116576640036,10.874077057817662,18.54223701356543
Chandigarh,2020,3,160019.0,52423,114487576.78222746,11.98304783716574,10.867100705304681,18.55597687535351
Chandigarh,2020,4,160008.0,781840,2246493451.2564173,11.982979092966005,13.569405395012717,21.532636371382956
Chandigarh,2020,4,160101.0,282765,500720689.4254093,11.983560145061489,12.552371442969122,20.031558997447902
Chandigarh,2020,4,160002.0,254446,483467287.3616315,11.98294159413784,12.446843911712634,19.9964942125783
Chandigarh,2020,4,160036.0,252319,442552908.6749548,11.983154068907261,12.438449438967705,19.908070582891636
Chandigarh,2020,4,160022.0,198033,365839526.89304006,11.983066584763705,12.196188962455993,19.717705344105934
Chandigarh,2020,4,160047.0,193768,377315952.1174069,11.98322280107988,12.174416846126162,19.748593463705255
Chandigarh,2020,4,160014.0,125659,208936593.0254081,11.983016590388063,11.741327167943417,19.157541381245707
Chandigarh,2020,4,160015.0,104048,146838545.97126624,11.983022839821707,11.552607610108932,18.80484421441412
Chandigarh,2020,4,160019.0,94792,184389973.180876,11.98304783716574,11.459440296496576,19.032563492233514
Chandigarh,2020,4,160030.0,82180,166443560.03669643,11.983116576640036,11.3166672424374,18.930166831159905
Chandigarh,2021,1,160008.0,1566609,3447517923.578706,11.982979092966005,14.264423968824088,21.960920366625817
Chandigarh,2021,1,160101.0,306785,521032468.2120463,11.983560145061489,12.633902455493816,20.07132291680093
Chandigarh,2021,1,160036.0,304235,502095617.05888885,11.983154068907261,12.625555708073195,20.034301131747334
Chandigarh,2021,1,160002.0,264846,495327526.29472417,11.98294159413784,12.486903803970195,20.02072977100863
Chandigarh,2021,1,160022.0,242366,395256706.0477221,11.983066584763705,12.398204259312974,19.795046000507575
Chandigarh,2021,1,160047.0,206193,372616088.3789878,11.98322280107988,12.236567902365097,19.736059193887158
Chandigarh,2021,1,160015.0,150002,186093236.77310604,11.983022839821707,11.918403906322839,19.041758379055835
Chandigarh,2021,1,160014.0,130369,210680354.66795424,11.983016590388063,11.77812417015107,19.165852636021913
Chandigarh,2021,1,160019.0,105609,200030209.73112416,11.98304783716574,11.567498873895389,19.113978961761234
Chandigarh,2021,1,160030.0,87034,171852725.69681272,11.983116576640036,11.374054125890195,18.96214842204101
Chandigarh,2021,2,160008.0,2071075,4384400680.30583,11.982979092966005,14.54357835411118,22.201318778470924
Chandigarh,2021,2,160101.0,304282,515288666.4421857,11.983560145061489,12.625710181983024,20.060237818960296
Chandigarh,2021,2,160036.0,293961,485381992.960442,11.983154068907261,12.591202384460399,20.00044675324777
Chandigarh,2021,2,160002.0,255931,469331050.8753322,11.98294159413784,12.452663155881623,19.966818942810562
Chandigarh,2021,2,160047.0,210130,392704565.4850989,11.98322280107988,12.255481665787716,19.788568145365808
Chandigarh,2021,2,160022.0,202917,335716393.4241364,11.983066584763705,12.22055230741995,19.63177729431212
Chandigarh,2021,2,160014.0,147887,229078754.2386906,11.983016590388063,11.904203747607847,19.2495764073692
Chandigarh,2021,2,160015.0,140297,174526441.1901785,11.983022839821707,11.85151688311069,18.977586813573083
Chandigarh,2021,2,160019.0,89814,170321370.56571722,11.98304783716574,11.40549614414329,18.953197625521096
Chandigarh,2021,2,160030.0,87476,174012022.95219654,11.983116576640036,11.379119749008213,18.974634952218103
Chandigarh,2021,3,160008.0,3188488,6339628467.33528,11.982979092966005,14.975057381205213,22.570086002311744
Chandigarh,2021,3,160036.0,462106,701648130.2500606,11.983154068907261,13.043549580976617,20.368942597367816
Chandigarh,2021,3,160101.0,438375,679000947.8644495,11.983560145061489,12.99082998744248,20.3361330814932
Chandigarh,2021,3,160002.0,379894,643367943.1675801,11.98294159413784,12.847647545421093,20.282227347417866
Chandigarh,2021,3,160022.0,351526,531853547.81426966,11.983066584763705,12.770038956202855,20.09187872334435
Chandigarh,2021,3,160047.0,295135,500223340.5530771,11.98322280107988,12.595188157761246,20.030565237760314
Chandigarh,2021,3,160015.0,201833,238847341.9827785,11.983022839821707,12.215195901778147,19.291335169343007
Chandigarh,2021,3,160014.0,186675,277899648.9641395,11.983016590388063,12.137124415903902,19.442770631538632
Chandigarh,2021,3,160019.0,148872,244508188.3937479,11.98304783716574,11.910842155321063,19.31475935668139
Chandigarh,2021,3,160030.0,128550,240373769.0571756,11.983116576640036,11.764073212694036,19.29770564093312
Chandigarh,2021,4,160008.0,3712842,7784850283.688998,11.982979092966005,15.127308179062315,22.775445410665174
Chandigarh,2021,4,160101.0,538507,852544970.9676752,11.983560145061489,13.196555774565589,20.563736517598855
Chandigarh,2021,4,160036.0,523279,779918799.3369815,11.983154068907261,13.16787006161049,20.47470036881465
Chandigarh,2021,4,160022.0,451911,665992135.1956601,11.983066584763705,13.021240536771629,20.31678841941941
Chandigarh,2021,4,160002.0,444435,762476926.847439,11.98294159413784,13.004559091522161,20.45208280611579
Chandigarh,2021,4,160047.0,346951,604267859.7276576,11.98322280107988,12.756938838583233,20.2195281339628
Chandigarh,2021,4,160015.0,263413,294935485.409002,11.983022839821707,12.481478421667193,19.50226719685837
Chandigarh,2021,4,160014.0,213596,314616641.85791296,11.983016590388063,12.27184165930107,19.566865445656997
Chandigarh,2021,4,160019.0,200453,321425518.80463934,11.98304783716574,12.208335084284426,19.588276407010095
Chandigarh,2021,4,160030.0,154229,287985670.1805716,11.983116576640036,11.946193789873778,19.478421280544875
Chandigarh,2022,1,160008.0,4148686,8330831723.251343,11.982979092966005,15.2383022155641,22.843229134869663
Chandigarh,2022,1,160101.0,582638,900157036.9754957,11.983560145061489,13.275321346234525,20.618079791596085
Chandigarh,2022,1,160036.0,565957,818648616.7393746,11.983154068907261,13.246273382567873,20.52316551036335
Chandigarh,2022,1,160002.0,477307,795306688.9260788,11.98294159413784,13.075915168715065,20.49423837046169
Chandigarh,2022,1,160022.0,463274,670615566.0713229,11.983066584763705,13.04607395068474,20.323706603882272
Chandigarh,2022,1,160047.0,373759,648826857.6349708,11.98322280107988,12.831366483664667,20.29067645577024
Chandigarh,2022,1,160015.0,286014,300333250.31270766,11.983022839821707,12.563796039652877,19.52040325047619
Chandigarh,2022,1,160014.0,233804,337767391.09374547,11.983016590388063,12.362238436513618,19.63786802450412
Chandigarh,2022,1,160019.0,201367,317971370.59751195,11.98304783716574,12.212884392812427,19.577471907123975
Chandigarh,2022,1,160030.0,161551,293087907.7468222,11.983116576640036,11.99257616126753,19.495983148422077
Chandigarh,2022,2,160008.0,5059490,9258542053.288263,11.982979092966005,15.436776245670108,22.948812427559417
Chandigarh,2022,2,160036.0,732432,984361022.912214,11.983154068907261,13.504125782799626,20.707503280931142
Chandigarh,2022,2,160101.0,728216,1035383005.7324364,11.983560145061489,13.498352986467808,20.75803724905847
Chandigarh,2022,2,160022.0,595057,791965258.766219,11.983066584763705,13.296412478258729,20.490028083622427
Chandigarh,2022,2,160002.0,592250,934051903.7782844,11.98294159413784,13.291684122021032,20.65504256614617
Chandigarh,2022,2,160047.0,477286,749262583.811003,11.98322280107988,13.075871170906568,20.43460005922989
Chandigarh,2022,2,160015.0,390889,354221791.70854485,11.983022839821707,12.876178911195797,19.685433805160038
Chandigarh,2022,2,160014.0,300892,397487428.8048619,11.983016590388063,12.614506675358749,19.80067386591041
Chandigarh,2022,2,160019.0,275597,399400599.7452952,11.98304783716574,12.526694932721322,19.805475480560524
Chandigarh,2022,2,160030.0,205334,352064114.5163448,11.983116576640036,12.232393200595522,19.679323860488598
Chandigarh,2022,3,160017.0,7220428,11604475020.322536,11.983035338571833,15.792424788890425,23.17465663827969
Chandigarh,2022,3,160101.0,761809,1037031826.0963068,11.983560145061489,13.543451147081297,20.759628456268956
Chandigarh,2022,3,160008.0,693932,1288932571.5626671,11.982979092966005,13.450129251979389,20.977080248877854
Chandigarh,2022,3,160036.0,635601,826669211.5582159,11.983154068907261,13.36232628696001,20.532915186948294
Chandigarh,2022,3,160022.0,633386,850977147.2882487,11.983066584763705,13.35883530990587,20.56189583222672
Chandigarh,2022,3,160002.0,622789,945416289.7631532,11.98294159413784,13.34196305661516,20.667135906726216
Chandigarh,2022,3,160047.0,493183,727112803.9481075,11.98322280107988,13.10863558090292,20.40459218707617
Chandigarh,2022,3,160015.0,355036,344038099.04167664,11.983022839821707,12.779974471766767,19.65626296223314
Chandigarh,2022,3,160014.0,297078,391653807.81907696,11.983016590388063,12.601750009567223,19.785888864235243
Chandigarh,2022,3,160019.0,259522,369679070.930602,11.98304783716574,12.466596756414631,19.7281458113512
Chandigarh,2022,4,160017.0,11852317,19715037296.28897,11.983035338571833,16.28803393385858,23.704647496046416
Chandigarh,2022,4,160101.0,849441,1120061675.6899076,11.983560145061489,13.652333765062991,20.836649588317524
Chandigarh,2022,4,160022.0,723413,939741331.2085838,11.983066584763705,13.49173556903261,20.661115215794144
Chandigarh,2022,4,160036.0,658156,838758052.8433906,11.983154068907261,13.397197264274812,20.54743284720961
Chandigarh,2022,4,160002.0,651078,991496336.1709903,11.98294159413784,13.386384729681586,20.71472581067876
Chandigarh,2022,4,160047.0,510930,755279072.6519243,11.98322280107988,13.143987873500992,20.442597871567536
Chandigarh,2022,4,160015.0,388983,364733884.5473629,11.983022839821707,12.871290919846146,19.714678562204302
Chandigarh,2022,4,160014.0,311834,407770670.0210636,11.983016590388063,12.65022627392006,19.8262154910587
Chandigarh,2022,4,160019.0,290223,391262191.8409227,11.98304783716574,12.578404871977392,19.78488846058789
Chandigarh,2022,4,160030.0,224733,354874011.1706954,11.983116576640036,12.322668309873492,19.687273386337733
Chhattisgarh,2018,1,495660.0,109908,139116923.36929727,13.113645486784606,11.607398931190987,18.750825312823967
Chhattisgarh,2018,1,492001.0,68302,114014371.97222614,13.106236027992704,11.131694327707022,18.55183506834443
Chhattisgarh,2018,1,495001.0,64018,82965730.16418397,13.112315061750808,11.066919572798442,18.23393819091035
Chhattisgarh,2018,1,497001.0,48388,57165354.74195957,13.116347317149176,10.78700712807974,17.861458586518584
Chhattisgarh,2018,1,491001.0,34699,43141115.62567887,13.104201443434462,10.454466147075888,17.57998705917688
Chhattisgarh,2018,1,491441.0,34452,41948409.69968459,13.105097170672138,10.447322329909063,17.551951080735417
Chhattisgarh,2018,1,490025.0,34332,39719148.73491961,13.102211689193476,10.44383314283811,17.497343965263035
Chhattisgarh,2018,1,496005.0,31183,41371368.79811902,13.114341286301416,10.347628353506122,17.53809962462263
Chhattisgarh,2018,1,492009.0,30672,54679337.057152905,13.106252287990063,10.331105465285425,17.81699644570031
Chhattisgarh,2018,1,490023.0,30657,40316811.61197114,13.10220760776073,10.330616300280319,17.51227910151658
Chhattisgarh,2018,2,495660.0,248699,378210292.7923543,13.113645486784606,12.423998608874687,19.750960929028125
Chhattisgarh,2018,2,492001.0,100557,207806677.1040105,13.106236027992704,11.518480009883557,19.152118768471254
Chhattisgarh,2018,2,495001.0,89605,150857602.97945407,13.112315061750808,11.403166400977488,18.831846923223715
Chhattisgarh,2018,2,497001.0,66965,108836822.89254512,13.116347317149176,11.111925373821222,18.505360280829827
Chhattisgarh,2018,2,491441.0,51352,71741116.4329647,13.105097170672138,10.846459162991614,18.08857459215759
Chhattisgarh,2018,2,491001.0,47971,73318224.86447714,13.104201443434462,10.778351940641137,18.110319769847237
Chhattisgarh,2018,2,496005.0,46220,82946372.88123429,13.114341286301416,10.741167883828371,18.233704847077295
Chhattisgarh,2018,2,492009.0,43988,90024556.20981838,13.106252287990063,10.691672148430825,18.315593037854388
Chhattisgarh,2018,2,490023.0,42796,74865240.21000648,13.10220760776073,10.664199919258497,18.13120025812433
Chhattisgarh,2018,2,490025.0,38299,57256970.99786788,13.102211689193476,10.5531790651673,17.863059957140866
Chhattisgarh,2018,3,495660.0,353580,492966965.6574571,13.113645486784606,12.775865047060014,20.015952722981904
Chhattisgarh,2018,3,492001.0,147421,303135684.83504504,13.106236027992704,11.90104771806039,19.529691067975147
Chhattisgarh,2018,3,495001.0,129305,226102761.8224257,13.112315061750808,11.76992923377254,19.236500152221918
Chhattisgarh,2018,3,497001.0,86331,158185135.16949278,13.116347317149176,11.365944024621301,18.879276646616933
Chhattisgarh,2018,3,491441.0,66608,107751148.39909647,13.105097170672138,11.106579969434756,18.495334944887592
Chhattisgarh,2018,3,496005.0,65581,128673618.18841755,13.114341286301416,11.091041298833769,18.672789664672692
Chhattisgarh,2018,3,491001.0,63444,110949360.40041772,13.104201443434462,11.05791290602345,18.524584442571125
Chhattisgarh,2018,3,492009.0,57647,124007927.30595148,13.106252287990063,10.962093486181855,18.63585605141259
Chhattisgarh,2018,3,490023.0,56907,100967038.31485096,13.10220760776073,10.949173635394832,18.430304668222394
Chhattisgarh,2018,3,494001.0,52582,103588457.37966923,13.11029282045951,10.870129134837004,18.455936466328357
Chhattisgarh,2018,4,495660.0,377913,599714593.9068495,13.113645486784606,12.842419289380981,20.211964423188395
Chhattisgarh,2018,4,492001.0,202492,428292536.0635343,13.106236027992704,12.218455658575502,19.875317015544965
Chhattisgarh,2018,4,495001.0,192638,319083911.8335273,13.112315061750808,12.168568058988898,19.58096467265854
Chhattisgarh,2018,4,497001.0,124807,248100976.6912604,13.116347317149176,11.734523823088082,19.32934638533812
Chhattisgarh,2018,4,496005.0,94669,189165646.1220723,13.114341286301416,11.458141876058804,19.058133623687773
Chhattisgarh,2018,4,491001.0,89066,160237762.38159576,13.104201443434462,11.397132946918564,18.892169285055562
Chhattisgarh,2018,4,491441.0,86263,152324017.6163909,13.105097170672138,11.365156048173471,18.841520504817513
Chhattisgarh,2018,4,492009.0,80685,185214612.90863937,13.106252287990063,11.298307963375454,19.037025780458023
Chhattisgarh,2018,4,490023.0,72016,137114490.76733318,13.10220760776073,11.184643595532714,18.73632683382202
Chhattisgarh,2018,4,494001.0,69454,149679120.34846973,13.11029282045951,11.148419941916307,18.824004363031957
Chhattisgarh,2019,1,492009.0,593305,948729929.1277256,13.106252287990063,13.293463879650968,20.67063473138075
Chhattisgarh,2019,1,495001.0,365476,515190518.8237721,13.112315061750808,12.808955892541338,20.060047329680913
Chhattisgarh,2019,1,495660.0,353962,459656921.0462153,13.113645486784606,12.776944841721296,19.945990945369893
Chhattisgarh,2019,1,492001.0,334090,549948646.4137828,13.106236027992704,12.719165696738566,20.12533546167477
Chhattisgarh,2019,1,490025.0,235910,346520977.1406994,13.102211689193476,12.371205655340878,19.663453914850354
Chhattisgarh,2019,1,497001.0,159422,296908563.67359346,13.116347317149176,11.979310053380576,19.508934782947502
Chhattisgarh,2019,1,491001.0,138517,209804611.7560889,13.104201443434462,11.838748340759452,19.16168723536309
Chhattisgarh,2019,1,496005.0,133169,254307861.3048603,13.114341286301416,11.799374277269228,19.354056143421655
Chhattisgarh,2019,1,490023.0,126654,182216344.0551287,13.10220760776073,11.749214238034126,19.020705242691943
Chhattisgarh,2019,1,490006.0,114945,153267056.6594982,13.1021729149098,11.652209032072614,18.84769242615984
Chhattisgarh,2019,2,492009.0,1670111,2947453940.1383486,13.106252287990063,14.328400649249968,21.804207563498263
Chhattisgarh,2019,2,490025.0,612041,1045938048.3511348,13.102211689193476,13.324554552714554,20.768179973637373
Chhattisgarh,2019,2,495001.0,499757,855635645.660009,13.112315061750808,13.121877259268052,20.56735519589892
Chhattisgarh,2019,2,492001.0,404088,643667595.5719692,13.106236027992704,12.909387955005746,20.282692994870146
Chhattisgarh,2019,2,495660.0,212777,342215249.04664737,13.113645486784606,12.267999947901503,19.650950480225685
Chhattisgarh,2019,2,490023.0,175241,234313994.57744968,13.10220760776073,12.073917448371265,19.272172631004796
Chhattisgarh,2019,2,491001.0,154424,237907702.28501707,13.104201443434462,11.947457344907711,19.2873933508946
Chhattisgarh,2019,2,497001.0,152840,345212779.1697207,13.116347317149176,11.937146901560837,19.65967153609935
Chhattisgarh,2019,2,490006.0,136496,189344640.4595058,13.1021729149098,11.824050589148476,19.05907940697093
Chhattisgarh,2019,2,496005.0,118494,268521769.2220984,13.114341286301416,11.682617605364042,19.408442545803894
Chhattisgarh,2019,3,492009.0,1843301,3497211746.958312,13.106252287990063,14.427068543989407,21.97523184422634
Chhattisgarh,2019,3,492001.0,647392,854437718.1123915,13.106236027992704,13.38070726327714,20.565954170926606
Chhattisgarh,2019,3,495001.0,555240,968932649.0590785,13.112315061750808,13.227155731689045,20.691705661824425
Chhattisgarh,2019,3,490025.0,519819,994202021.3411088,13.102211689193476,13.1612359530417,20.717450984756063
Chhattisgarh,2019,3,495660.0,364424,510093479.9683516,13.113645486784606,12.806073303889605,20.050104560941936
Chhattisgarh,2019,3,490023.0,278822,302000378.8399978,13.10220760776073,12.538328864367932,19.525938829775434
Chhattisgarh,2019,3,491001.0,244725,310844736.354316,13.104201443434462,12.407890410129632,19.55480410546344
Chhattisgarh,2019,3,490006.0,223964,246325822.3842369,13.1021729149098,12.319240603635539,19.32216569878182
Chhattisgarh,2019,3,497001.0,208548,397488530.296959,13.116347317149176,12.247924509552734,19.800676637043512
Chhattisgarh,2019,3,491441.0,156934,251078718.9840936,13.105097170672138,11.963580613779486,19.341277069377703
Chhattisgarh,2019,4,492009.0,2807708,5488409197.56369,13.106252287990063,14.84787905011666,22.42590428682865
Chhattisgarh,2019,4,492001.0,860606,1146893926.7385144,13.106236027992704,13.665392071242417,20.860323191949306
Chhattisgarh,2019,4,495001.0,744037,1242953010.5421622,13.112315061750808,13.51984604376147,20.94075584549587
Chhattisgarh,2019,4,490025.0,625389,1224429622.7952948,13.102211689193476,13.34612913510799,20.925740958466566
Chhattisgarh,2019,4,490023.0,365008,417706249.373141,13.10220760776073,12.807674550132656,19.850288990746773
Chhattisgarh,2019,4,491001.0,332368,437683717.4812007,13.104201443434462,12.713998067774465,19.897007101289148
Chhattisgarh,2019,4,490006.0,310223,333508672.76125515,13.1021729149098,12.64504667268836,19.625179428262946
Chhattisgarh,2019,4,495660.0,298957,445247631.9798772,13.113645486784606,12.608055029321754,19.914141161714237
Chhattisgarh,2019,4,497001.0,291141,553342861.8204699,13.116347317149176,12.581562964886402,20.131488370655966
Chhattisgarh,2019,4,492015.0,220747,267136024.8300261,13.106264482814579,12.304772528339885,19.403268542927957
Chhattisgarh,2020,1,492009.0,3832879,8107114729.270458,13.106252287990063,15.159126775901981,22.81600787472929
Chhattisgarh,2020,1,492001.0,956201,1259565576.5045974,13.106236027992704,13.770723420979909,20.95403271790741
Chhattisgarh,2020,1,495001.0,830780,1380940470.1020932,13.112315061750808,13.630120297511857,21.04603060407378
Chhattisgarh,2020,1,490025.0,504114,1009093411.512478,13.102211689193476,13.130557711952488,20.732318152340486
Chhattisgarh,2020,1,490023.0,401375,464581081.97263247,13.10220760776073,12.902651431391815,19.95664665851466
Chhattisgarh,2020,1,491001.0,372373,490344007.8016146,13.104201443434462,12.827651319071318,20.010617759480386
Chhattisgarh,2020,1,492015.0,344194,504441994.364726,13.106264482814579,12.748960730881901,20.038963414665428
Chhattisgarh,2020,1,497001.0,342443,623011907.8316444,13.116347317149176,12.743860499476849,20.250076190263517
Chhattisgarh,2020,1,490006.0,337068,361375163.24966186,13.1021729149098,12.728039969394999,19.705427210046548
Chhattisgarh,2020,1,491441.0,242895,389726036.0863472,13.105097170672138,12.40038453017568,19.78095457866573
Chhattisgarh,2020,2,492009.0,1526874,3719446962.048381,13.106252287990063,14.238733066061467,22.036840828063536
Chhattisgarh,2020,2,492001.0,665755,987107410.3661348,13.106236027992704,13.408677013974675,20.71028941656907
Chhattisgarh,2020,2,495001.0,482770,870871061.1209086,13.112315061750808,13.087295628743828,20.58500448840599
Chhattisgarh,2020,2,497001.0,370519,689109946.6551751,13.116347317149176,12.822660004454681,20.350911390492854
Chhattisgarh,2020,2,491001.0,334853,495992326.76679873,13.104201443434462,12.721446908533542,20.022071014341307
Chhattisgarh,2020,2,490023.0,326027,441538660.5589389,13.10220760776073,12.694735479005175,19.90577614055949
Chhattisgarh,2020,2,494001.0,294320,679782295.0345536,13.11029282045951,12.592422889778655,20.337283150513127
Chhattisgarh,2020,2,490006.0,288259,369452351.46939605,13.1021729149098,12.571614660540671,19.727532335962533
Chhattisgarh,2020,2,495660.0,279210,441653885.5637897,13.113645486784606,12.539719465847865,19.90603706895163
Chhattisgarh,2020,2,491441.0,260856,436309146.2483653,13.105097170672138,12.471723809911133,19.893861601083753
Chhattisgarh,2020,3,492009.0,1857300,4069532117.927307,13.106252287990063,14.434634378175433,22.12679387105243
Chhattisgarh,2020,3,492001.0,981812,1565413199.4368353,13.106236027992704,13.797155122979959,21.171415651289266
