State,Year,Quarter,Pincode,RegisteredUsers,Pincode_log,RegisteredUsers_log
Goa,2019,2,403722,12443,12.90848180126899,9.428913494775632
Goa,2019,2,403802,11642,12.908679937795611,9.362374527831681
Goa,2019,2,403507,11602,12.907949114744884,9.358932776026009
Goa,2019,2,403521,8708,12.907983809947533,9.071997422354437
Goa,2019,2,403515,7164,12.907968940722368,8.876823763180603
Goa,2019,2,403512,6805,12.907961506026874,8.825412915085566
Goa,2019,3,403516,19191,12.907971418941916,9.862196698118247
Goa,2019,3,403001,18952,12.90669432231532,9.849664745838622
Goa,2019,3,403601,18205,12.908182045159215,9.809451560609533
Goa,2019,3,403401,16425,12.90768638342828,9.706559843352812
Goa,2019,3,403722,13795,12.90848180126899,9.532061486651386
Goa,2019,3,403507,13252,12.907949114744884,9.491903763419787
Goa,2019,3,403802,13185,12.908679937795611,9.486835098787386
Goa,2019,3,403521,10022,12.907983809947533,9.21253795551967
Goa,2019,3,403515,8059,12.907968940722368,8.994544758324512
Goa,2019,3,403512,7853,12.907961506026874,8.968650903374874
Goa,2019,4,403516,21230,12.907971418941916,9.963170554697301
Goa,2019,4,403001,20952,12.90669432231532,9.949989386187548
Goa,2019,4,403601,20128,12.908182045159215,9.909867159500168
Goa,2019,4,403401,18284,12.90768638342828,9.813781639451635
Goa,2019,4,403722,15231,12.90848180126899,9.631088103615504
Goa,2019,4,403507,14800,12.907949114744884,9.602382459752207
Goa,2019,4,403802,14490,12.908679937795611,9.581214035314728
Goa,2019,4,403521,11139,12.907983809947533,9.318207742845189
Goa,2019,4,403515,8917,12.907968940722368,9.095714846134879
Goa,2019,4,403512,8854,12.907961506026874,9.088624613292087
Goa,2020,1,403516,23160,12.907971418941916,10.050181931686932
Goa,2020,1,403001,22905,12.90669432231532,10.039110506320842
Goa,2020,1,403601,22252,12.908182045159215,10.010187171195184
Goa,2020,1,403401,20276,12.90768638342828,9.91719319959224
Goa,2020,1,403722,16611,12.90848180126899,9.717820405491077
Goa,2020,1,403507,16487,12.907949114744884,9.710327470561179
Goa,2020,1,403802,16084,12.908679937795611,9.685580268017164
Goa,2020,1,403521,12266,12.907983809947533,9.414586486185929
Goa,2020,1,403512,9989,12.907961506026874,9.20923976653215
Goa,2020,1,403515,9727,12.907968940722368,9.18266080286944
Goa,2020,2,403001,24693,12.90669432231532,10.114275081640754
Goa,2020,2,403601,24596,12.908182045159215,10.11033910707336
Goa,2020,2,403516,24526,12.907971418941916,10.10748905832197
Goa,2020,2,403401,22379,12.90768638342828,10.015878298115155
Goa,2020,2,403507,18333,12.907949114744884,9.816457993563025
Goa,2020,2,403722,17947,12.90848180126899,9.795178249029277
Goa,2020,2,403802,17824,12.908679937795611,9.788301142727011
Goa,2020,2,403521,13409,12.907983809947533,9.503681402279643
Goa,2020,2,403512,11037,12.907961506026874,9.309008543772885
Goa,2020,2,403515,10353,12.907968940722368,9.245031611766112
Goa,2020,3,403601,27208,12.908182045159215,10.211266326687031
Goa,2020,3,403001,26737,12.90669432231532,10.193803652888551
Goa,2020,3,403516,26198,12.907971418941916,10.173438350957595
Goa,2020,3,403401,24797,12.90768638342828,10.118477957093951
Goa,2020,3,403507,20441,12.907949114744884,9.925297966799977
Goa,2020,3,403802,19674,12.908679937795611,9.887053246072703
Goa,2020,3,403722,19552,12.90848180126899,9.880832861971323
Goa,2020,3,403521,14524,12.907983809947533,9.583557732534226
Goa,2020,3,403512,12307,12.907961506026874,9.417923485172336
Goa,2020,3,403515,11111,12.907968940722368,9.315690887584008
Goa,2020,4,403601,30363,12.908182045159215,10.32098004085701
Goa,2020,4,403001,29484,12.90669432231532,10.291603022309179
Goa,2020,4,403516,28745,12.907971418941916,10.266219118057391
Goa,2020,4,403401,27577,12.90768638342828,10.224737370956664
Goa,2020,4,403507,22919,12.907949114744884,10.039721539859407
Goa,2020,4,403802,21866,12.908679937795611,9.99268819799443
Goa,2020,4,403722,21365,12.90848180126899,9.969509348078125
Goa,2020,4,403521,16004,12.907983809947533,9.680593969977126
Goa,2020,4,403512,13802,12.907961506026874,9.532568788180548
Goa,2020,4,403515,12169,12.907968940722368,9.4066470133368
Goa,2021,1,403601,32812,12.908182045159215,10.39854958112264
Goa,2021,1,403001,31639,12.90669432231532,10.362145815819545
Goa,2021,1,403516,31109,12.907971418941916,10.34525244536991
Goa,2021,1,403401,29759,12.90768638342828,10.300886886231925
Goa,2021,1,403507,24789,12.907949114744884,10.118155285369294
Goa,2021,1,403802,23590,12.908679937795611,10.06857817240172
Goa,2021,1,403722,23019,12.90848180126899,10.044075240845775
Goa,2021,1,403521,17278,12.907983809947533,9.75718929491883
Goa,2021,1,403512,15009,12.907961506026874,9.616405300156314
Goa,2021,1,403515,13117,12.907968940722368,9.481664377815145
Goa,2021,2,403601,35016,12.908182045159215,10.463560378870731
Goa,2021,2,403001,33753,12.90669432231532,10.426824581239181
Goa,2021,2,403516,33166,12.907971418941916,10.409280533774044
Goa,2021,2,403401,31770,12.90768638342828,10.366277727263562
Goa,2021,2,403507,26546,12.907949114744884,10.186634356186147
Goa,2021,2,403802,25160,12.908679937795611,10.133010710814377
Goa,2021,2,403722,24578,12.90848180126899,10.109607012844542
Goa,2021,2,403521,18403,12.907983809947533,9.820268973785195
Goa,2021,2,403512,16035,12.907961506026874,9.682529112127256
Goa,2021,2,403515,13992,12.907968940722368,9.546241016698438
Goa,2021,3,403601,37507,12.908182045159215,10.532282861205115
Goa,2021,3,403001,36113,12.90669432231532,10.494408190299962
Goa,2021,3,403516,35395,12.907971418941916,10.47432584620829
Goa,2021,3,403401,34083,12.90768638342828,10.436554005238014
Goa,2021,3,403507,28444,12.907949114744884,10.25569252100341
Goa,2021,3,403802,26955,12.908679937795611,10.20192408788577
Goa,2021,3,403722,26342,12.90848180126899,10.178919902558992
Goa,2021,3,403521,19690,12.907983809947533,9.88786617163317
Goa,2021,3,403512,17249,12.907961506026874,9.755509449764629
Goa,2021,3,403515,14917,12.907968940722368,9.61025678115393
Goa,2021,4,403601,39985,12.908182045159215,10.59625966276599
Goa,2021,4,403001,38489,12.90669432231532,10.55812776516606
Goa,2021,4,403516,37615,12.907971418941916,10.535158185994321
Goa,2021,4,403401,36388,12.90768638342828,10.501994328941953
Goa,2021,4,403507,30339,12.907949114744884,10.32018929257028
Goa,2021,4,403802,28748,12.908679937795611,10.266323478588333
Goa,2021,4,403722,28215,12.90848180126899,10.24760903040324
Goa,2021,4,403521,20963,12.907983809947533,9.950514257963883
Goa,2021,4,403512,18476,12.907961506026874,9.824227871550496
Goa,2021,4,403515,15851,12.907968940722368,9.670987868797893
Goa,2022,1,403601,42284,12.908182045159215,10.652164042888554
Goa,2022,1,403001,40658,12.90669432231532,10.61295089758101
Goa,2022,1,403516,39737,12.907971418941916,10.59003802256676
Goa,2022,1,403401,38530,12.90768638342828,10.559192437620203
Goa,2022,1,403507,32152,12.907949114744884,10.378229936129037
Goa,2022,1,403802,30460,12.908679937795611,10.324169626449153
Goa,2022,1,403722,29946,12.90848180126899,10.307151038697665
Goa,2022,1,403521,22153,12.907983809947533,10.005728206482676
Goa,2022,1,403512,19621,12.907961506026874,9.884355700220102
Goa,2022,1,403515,16746,12.907968940722368,9.725914702764378
Goa,2022,2,403601,44524,12.908182045159215,10.703783648613117
Goa,2022,2,403001,42745,12.90669432231532,10.663007508460334
Goa,2022,2,403516,41711,12.907971418941916,10.638520161969526
Goa,2022,2,403401,40592,12.90768638342828,10.611326281839062
Goa,2022,2,403507,33849,12.907949114744884,10.429664735806556
Goa,2022,2,403802,32057,12.908679937795611,10.37527084723745
Goa,2022,2,403722,31588,12.90848180126899,10.360532580617472
Goa,2022,2,403521,23291,12.907983809947533,10.055822298839407
Goa,2022,2,403512,20688,12.907961506026874,9.937309101011639
Goa,2022,2,403515,17575,12.907968940722368,9.774232716678865
Goa,2022,3,403601,46781,12.908182045159215,10.753232416566384
Goa,2022,3,403001,44871,12.90669432231532,10.711546985327436
Goa,2022,3,403516,43715,12.907971418941916,10.68544657161499
Goa,2022,3,403401,42722,12.90768638342828,10.66246928901762
Goa,2022,3,403507,35584,12.907949114744884,10.479651377610255
Goa,2022,3,403802,33724,12.908679937795611,10.425965029042565
Goa,2022,3,403722,33341,12.90848180126899,10.414543149856174
Goa,2022,3,403521,24473,12.907983809947533,10.105325748023002
Goa,2022,3,403512,21788,12.907961506026874,9.989114638503565
Goa,2022,3,403515,18401,12.907968940722368,9.820160289946374
Goa,2022,4,403601,49007,12.908182045159215,10.79971842403251
Goa,2022,4,403001,46997,12.90669432231532,10.757839048867755
Goa,2022,4,403516,45745,12.907971418941916,10.730837775113635
Goa,2022,4,403401,44729,12.90768638342828,10.708377339816602
Goa,2022,4,403507,37261,12.907949114744884,10.52570248222807
Goa,2022,4,403802,35405,12.908679937795611,10.474608332085875
Goa,2022,4,403722,35057,12.90848180126899,10.464730587215707
Goa,2022,4,403521,25628,12.907983809947533,10.151440782758913
Goa,2022,4,403512,22733,12.907961506026874,10.031572892299346
Goa,2022,4,403515,19246,12.907968940722368,9.865058525916346
Gujarat,2018,1,395006,72275,12.886656233641311,11.188233566884547
Gujarat,2018,1,395010,45734,12.886666360018499,10.73059728275904
Gujarat,2018,1,395004,37825,12.886651170414265,10.540725538656556
Gujarat,2018,1,382350,32292,12.854091698472372,10.382574800514906
Gujarat,2018,1,394210,31969,12.884639041212585,10.372521962240313
Gujarat,2018,1,395003,30787,12.886648638791126,10.33484780193963
Gujarat,2018,1,382481,25321,12.85443425781236,10.139389369949
Gujarat,2018,1,395009,23628,12.886663828433816,10.070187728427126
Gujarat,2018,1,396191,22824,12.889651697188478,10.035567892893337
Gujarat,2018,1,382415,22742,12.854261685331489,10.031968714184668
Gujarat,2018,2,395006,94500,12.886656233641311,11.456355113481834
Gujarat,2018,2,395010,60175,12.886666360018499,11.005012262651272
Gujarat,2018,2,395004,49139,12.886651170414265,10.802408295847755
Gujarat,2018,2,394210,44190,12.884639041212585,10.696253798124786
Gujarat,2018,2,382350,41644,12.854091698472372,10.636912579594643
Gujarat,2018,2,395003,40881,12.886648638791126,10.618420686417931
Gujarat,2018,2,382481,32292,12.85443425781236,10.382574800514906
Gujarat,2018,2,396191,30464,12.889651697188478,10.324300937591092
Gujarat,2018,2,395009,30378,12.886663828433816,10.321473941197965
Gujarat,2018,2,382415,29895,12.854261685331489,10.305446521315005
Gujarat,2018,3,395006,113391,12.886656233641311,11.638597302046849
Gujarat,2018,3,395010,73560,12.886666360018499,11.205856678718257
Gujarat,2018,3,395004,58525,12.886651170414265,10.977209292359111
Gujarat,2018,3,394210,56563,12.884639041212585,10.943110340182217
Gujarat,2018,3,395003,50366,12.886648638791126,10.827071623237748
Gujarat,2018,3,382350,49974,12.854091698472372,10.819258149163396
Gujarat,2018,3,396191,38490,12.889651697188478,10.558153746277792
Gujarat,2018,3,382481,38313,12.85443425781236,10.55354454316437
Gujarat,2018,3,395009,36563,12.886663828433816,10.506792079094383
Gujarat,2018,3,382415,36510,12.854261685331489,10.505341474649683
Gujarat,2018,4,395006,135881,12.886656233641311,11.819534781682234
Gujarat,2018,4,395010,89595,12.886666360018499,11.403054793834515
Gujarat,2018,4,394210,71909,12.884639041212585,11.183156709728118
Gujarat,2018,4,395004,69666,12.886651170414265,11.15146767285506
Gujarat,2018,4,382350,62863,12.854091698472372,11.048713034316156
Gujarat,2018,4,395003,62164,12.886648638791126,11.037531333035503
Gujarat,2018,4,382481,50895,12.85443425781236,10.83751996588644
Gujarat,2018,4,396191,48467,12.889651697188478,10.788638432968888
Gujarat,2018,4,382415,46926,12.854261685331489,10.756327171829666
Gujarat,2018,4,395009,44962,12.886663828433816,10.713572967563955
Gujarat,2019,1,395006,157558,12.886656233641311,11.967548923427229
Gujarat,2019,1,395010,104683,12.886666360018499,11.558692015003011
Gujarat,2019,1,394210,86656,12.884639041212585,11.369701536831892
Gujarat,2019,1,395004,79826,12.886651170414265,11.287604544908211
Gujarat,2019,1,382350,74106,12.854091698472372,11.21325177966607
Gujarat,2019,1,395003,73240,12.886648638791126,11.201496998788446
Gujarat,2019,1,382481,60080,12.85443425781236,11.003432286438017
Gujarat,2019,1,396191,58289,12.889651697188478,10.973168675291133
Gujarat,2019,1,382415,56346,12.854261685331489,10.939266532032669
Gujarat,2019,1,382345,53663,12.854078621363197,10.890479029983002
Gujarat,2019,2,395006,180042,12.886656233641311,12.100945435987692
Gujarat,2019,2,395010,117410,12.886666360018499,11.673427361624258
Gujarat,2019,2,394210,99259,12.884639041212585,11.505487874539
Gujarat,2019,2,395004,88490,12.886651170414265,11.390644830261396
Gujarat,2019,2,382350,83582,12.854091698472372,11.333583464885265
Gujarat,2019,2,395003,82557,12.886648638791126,11.321244242845875
Gujarat,2019,2,382481,67372,12.85443425781236,11.117984780318277
Gujarat,2019,2,396191,66034,12.889651697188478,11.097925039878724
Gujarat,2019,2,382415,64402,12.854261685331489,11.07289996751084
Gujarat,2019,2,382345,61531,12.854078621363197,11.027296391837153
Gujarat,2019,3,395006,198132,12.886656233641311,12.196688754219833
Gujarat,2019,3,395010,128538,12.886666360018499,11.763979859445275
Gujarat,2019,3,394210,111163,12.884639041212585,11.618752871617492
Gujarat,2019,3,395004,95896,12.886651170414265,11.471019549886936
Gujarat,2019,3,382350,92274,12.854091698472372,11.432517690667979
Gujarat,2019,3,395003,90925,12.886648638791126,11.417790269855189
Gujarat,2019,3,382481,73913,12.85443425781236,11.210644004861829
Gujarat,2019,3,396191,73506,12.889651697188478,11.205122314522226
Gujarat,2019,3,382415,72158,12.854261685331489,11.186613438166152
Gujarat,2019,3,382345,68940,12.854078621363197,11.140991840070857
Gujarat,2019,4,395006,214322,12.886656233641311,12.275234836015187
Gujarat,2019,4,395010,138999,12.886666360018499,11.842222017842346
Gujarat,2019,4,394210,123670,12.884639041212585,11.725372006736103
Gujarat,2019,4,395004,103138,12.886651170414265,11.543823176298073
Gujarat,2019,4,382350,99646,12.854091698472372,11.509379184343569
Gujarat,2019,4,395003,98804,12.886648638791126,11.50089336874639
Gujarat,2019,4,396191,81666,12.889651697188478,11.310393037560129
Gujarat,2019,4,382481,79158,12.85443425781236,11.279201134111831
Gujarat,2019,4,382415,78997,12.854261685331489,11.277165156044557
Gujarat,2019,4,382345,75408,12.854078621363197,11.230668649163512
Gujarat,2020,1,395006,230047,12.886656233641311,12.346038914855246
Gujarat,2020,1,395010,149506,12.886666360018499,11.915091804786805
Gujarat,2020,1,394210,137283,12.884639041212585,11.829799767629865
Gujarat,2020,1,395004,110684,12.886651170414265,11.61443457347189
Gujarat,2020,1,395003,106915,12.886648638791126,11.579789405223735
Gujarat,2020,1,382350,106647,12.854091698472372,11.57727959410864
Gujarat,2020,1,396191,90365,12.889651697188478,11.41161230326974
Gujarat,2020,1,382415,86315,12.854261685331489,11.36575867425065
Gujarat,2020,1,382481,84353,12.85443425781236,11.342765653435313
Gujarat,2020,1,382345,82048,12.854078621363197,11.315059720840287
Gujarat,2020,2,395006,245129,12.886656233641311,12.409539881570504
Gujarat,2020,2,395010,160784,12.886666360018499,11.98781712828874
Gujarat,2020,2,394210,153681,12.884639041212585,11.942634304448857
Gujarat,2020,2,395004,119752,12.886651170414265,11.693178216595072
Gujarat,2020,2,395003,115539,12.886648638791126,11.65736341428655
Gujarat,2020,2,382350,115202,12.854091698472372,11.654442388204338
Gujarat,2020,2,396191,100064,12.889651697188478,11.513565260257568
Gujarat,2020,2,382415,95250,12.854261685331489,11.464260292988948
Gujarat,2020,2,382481,90515,12.85443425781236,11.413270861810044
Gujarat,2020,2,382345,90259,12.854078621363197,11.41043859421481
Gujarat,2020,3,395006,259468,12.886656233641311,12.466388659918765
Gujarat,2020,3,395010,173062,12.886666360018499,12.061405190779494
Gujarat,2020,3,394210,167802,12.884639041212585,12.030539991895346
Gujarat,2020,3,395004,127956,12.886651170414265,11.75944173380618
Gujarat,2020,3,395003,124692,12.886648638791126,11.733601975640648
Gujarat,2020,3,382350,123709,12.854091698472372,11.725687312403302
Gujarat,2020,3,396191,109788,12.889651697188478,11.606306512467535
Gujarat,2020,3,382415,103846,12.854261685331489,11.550664311470497
Gujarat,2020,3,382345,98070,12.854078621363197,11.493436788386367
Gujarat,2020,3,382481,96759,12.85443425781236,11.479978629821447
Gujarat,2020,4,395006,276969,12.886656233641311,12.531660865549307
Gujarat,2020,4,395010,187103,12.886666360018499,12.13941454633994
Gujarat,2020,4,394210,184572,12.884639041212585,12.12579491023981
Gujarat,2020,4,395004,137335,12.886651170414265,11.830178475512245
Gujarat,2020,4,395003,135529,12.886648638791126,11.816940918542644
Gujarat,2020,4,382350,133012,12.854091698472372,11.798194628697718
Gujarat,2020,4,396191,121067,12.889651697188478,11.70409939034134
Gujarat,2020,4,382415,112726,12.854261685331489,11.632715374396533
Gujarat,2020,4,382345,105910,12.854078621363197,11.570344955837715
Gujarat,2020,4,382481,103359,12.85443425781236,11.545963644047026
Gujarat,2021,1,395006,297048,12.886656233641311,12.601649020887969
Gujarat,2021,1,395010,201470,12.886666360018499,12.213395765909954
Gujarat,2021,1,394210,200058,12.884639041212585,12.206362603488301
Gujarat,2021,1,395004,147473,12.886651170414265,11.901400387158702
Gujarat,2021,1,395003,145856,12.886648638791126,11.890375112605357
Gujarat,2021,1,382350,142849,12.854091698472372,11.869543407284398
Gujarat,2021,1,396191,130996,12.889651697188478,11.782922067365961
Gujarat,2021,1,382415,121750,12.854261685331489,11.709725040944836
Gujarat,2021,1,382345,113956,12.854078621363197,11.643567687960724
Gujarat,2021,1,385535,110989,12.862387259044537,11.617186376284732
Gujarat,2021,2,395006,317597,12.886656233641311,12.668538562466678
Gujarat,2021,2,395010,215717,12.886666360018499,12.281722642438089
Gujarat,2021,2,394210,214776,12.884639041212585,12.277350903530804
Gujarat,2021,2,395004,157608,12.886651170414265,11.96786621653892
Gujarat,2021,2,395003,156006,12.886648638791126,11.95764974703051
Gujarat,2021,2,382350,152795,12.854091698472372,11.936852432666075
Gujarat,2021,2,396191,140329,12.889651697188478,11.851744944659789
Gujarat,2021,2,382415,130437,12.854261685331489,11.778645630558735
Gujarat,2021,2,382345,121975,12.854078621363197,11.711571384684039
Gujarat,2021,2,385535,119329,12.862387259044537,11.689639663206238
Gujarat,2021,3,395006,340436,12.886656233641311,12.737982428021224
Gujarat,2021,3,395010,231725,12.886666360018499,12.353306602744034
Gujarat,2021,3,394210,231353,12.884639041212585,12.351699961616534
Gujarat,2021,3,395004,168968,12.886651170414265,12.037464626863978
Gujarat,2021,3,395003,167307,12.886648638791126,12.027585727103789
Gujarat,2021,3,382350,163762,12.854091698472372,12.00616943325522
Gujarat,2021,3,396191,150868,12.889651697188478,11.924160561300306
Gujarat,2021,3,382415,140098,12.854261685331489,11.850097456705715
Gujarat,2021,3,382345,130967,12.854078621363197,11.782700662052092
Gujarat,2021,3,385535,128886,12.862387259044537,11.766683571702032
Gujarat,2021,4,395006,363595,12.886656233641311,12.803795889815772
Gujarat,2021,4,394210,247983,12.884639041212585,12.421115474410474
Gujarat,2021,4,395010,247597,12.886666360018499,12.419557703402536
Gujarat,2021,4,395004,180294,12.886651170414265,12.102344130767472
Gujarat,2021,4,395003,178606,12.886648638791126,12.092937541485108
Gujarat,2021,4,382350,174821,12.854091698472372,12.071517872287435
Gujarat,2021,4,396191,161460,12.889651697188478,11.992012712949007
Gujarat,2021,4,382415,149751,12.854261685331489,11.916729193751726
Gujarat,2021,4,382345,139819,12.854078621363197,11.84810400798776
Gujarat,2021,4,385535,138286,12.862387259044537,11.83707928331697
Gujarat,2022,1,395006,385040,12.886656233641311,12.86110250397699
Gujarat,2022,1,394210,263596,12.884639041212585,12.482172906988527
Gujarat,2022,1,395010,262287,12.886666360018499,12.477194603056029
Gujarat,2022,1,395004,190769,12.886651170414265,12.158818551001477
Gujarat,2022,1,395003,189101,12.886648638791126,12.150036542839864
Gujarat,2022,1,382350,185001,12.854091698472372,12.128116509451258
Gujarat,2022,1,396191,171443,12.889651697188478,12.052006128827767
Gujarat,2022,1,382415,158818,12.854261685331489,11.975514171497476
Gujarat,2022,1,382345,148068,12.854078621363197,11.905426906686534
Gujarat,2022,1,385535,147477,12.862387259044537,11.901427510399932
Gujarat,2022,2,395006,405477,12.886656233641311,12.912819430830316
Gujarat,2022,2,394210,278453,12.884639041212585,12.537004562886873
Gujarat,2022,2,395010,276339,12.886666360018499,12.529383651873564
Gujarat,2022,2,395004,200828,12.886651170414265,12.210204099309623
Gujarat,2022,2,395003,199079,12.886648638791126,12.201457009853586
Gujarat,2022,2,382350,194725,12.854091698472372,12.17934358578815
Gujarat,2022,2,396191,180851,12.889651697188478,12.105428766809247
Gujarat,2022,2,382415,167419,12.854261685331489,12.028254931194178
Gujarat,2022,2,385535,156144,12.862387259044537,11.958533937381242
Gujarat,2022,2,382345,155908,12.854078621363197,11.957021368674779
Gujarat,2022,3,395006,426968,12.886656233641311,12.96446434795052
Gujarat,2022,3,394210,294155,12.884639041212585,12.59186211827834
Gujarat,2022,3,395010,290935,12.886666360018499,12.580855153505755
Gujarat,2022,3,395004,211361,12.886651170414265,12.261322851009153
Gujarat,2022,3,395003,209495,12.886648638791126,12.252455151711075
Gujarat,2022,3,382350,204832,12.854091698472372,12.22994540994173
Gujarat,2022,3,396191,190805,12.889651697188478,12.1590072431037
Gujarat,2022,3,382415,176390,12.854261685331489,12.080452731605522
Gujarat,2022,3,385535,164910,12.862387259044537,12.013155149522817
Gujarat,2022,3,382345,164109,12.854078621363197,12.00828612018122
Gujarat,2022,4,395006,448463,12.886656233641311,13.013581459864973
Gujarat,2022,4,394210,309875,12.884639041212585,12.643924269337491
Gujarat,2022,4,395010,305674,12.886666360018499,12.630274453558606
Gujarat,2022,4,395004,221859,12.886651170414265,12.309797323935516
Gujarat,2022,4,395003,219947,12.886648638791126,12.301141887220332
Gujarat,2022,4,382350,214911,12.854091698472372,12.277979267919031
Gujarat,2022,4,396191,200547,12.889651697188478,12.208803912223187
Gujarat,2022,4,382415,185450,12.854261685331489,12.130540582917737
Gujarat,2022,4,385535,173196,12.862387259044537,12.062179180155564
Gujarat,2022,4,382345,172424,12.854078621363197,12.05771183865965
Haryana,2018,1,122001,82656,11.711784520403112,11.322442695895568
Haryana,2018,1,121004,52178,11.703578881883718,10.862416229094517
Haryana,2018,1,121003,48088,11.703570617659956,10.780787944718998
Haryana,2018,1,122002,42709,11.711792717023645,10.662164949840967
Haryana,2018,1,122006,42454,11.71182550283395,10.656176415804389
Haryana,2018,1,121001,42239,11.703554089007538,10.65109924385748
Haryana,2018,1,124001,36966,11.728044909070785,10.517753850242626
Haryana,2018,1,123401,34462,11.723194494148304,10.447612546703045
Haryana,2018,1,122051,33437,11.712194269150917,10.417418350255533
Haryana,2018,1,132001,31575,11.790564777297387,10.360120947218691
Haryana,2018,2,122001,107275,11.711784520403112,11.583150909859725
Haryana,2018,2,121004,69412,11.703578881883718,11.147815042210395
Haryana,2018,2,121003,63458,11.703570617659956,11.058133548725012
Haryana,2018,2,121001,56154,11.703554089007538,10.935853195385311
Haryana,2018,2,122002,55528,11.711792717023645,10.92464267701942
Haryana,2018,2,122006,54489,11.71182550283395,10.905754125417554
Haryana,2018,2,124001,48721,11.728044909070785,10.793865427624695
Haryana,2018,2,123401,44946,11.723194494148304,10.713217048175938
Haryana,2018,2,122051,44764,11.712194269150917,10.709159523937918
Haryana,2018,2,132001,41673,11.790564777297387,10.637608716065499
Haryana,2018,3,122001,130847,11.711784520403112,11.781783980679798
Haryana,2018,3,121004,86428,11.703578881883718,11.36706697636556
Haryana,2018,3,121003,78699,11.703570617659956,11.273385727844461
Haryana,2018,3,121001,71428,11.703554089007538,11.176445228317016
Haryana,2018,3,122002,68873,11.711792717023645,11.140019507921078
Haryana,2018,3,122006,67331,11.71182550283395,11.11737603364944
Haryana,2018,3,124001,59016,11.728044909070785,10.985563872564137
Haryana,2018,3,123401,54477,11.723194494148304,10.905533873227906
Haryana,2018,3,122051,54363,11.712194269150917,10.903439054380268
Haryana,2018,3,132001,50845,11.790564777297387,10.836537068225239
Haryana,2018,4,122001,163556,11.711784520403112,12.004910718322352
Haryana,2018,4,121004,117034,11.703578881883718,11.670219769854986
Haryana,2018,4,121003,103920,11.703570617659956,11.551376651344482
Haryana,2018,4,121001,101287,11.703554089007538,11.525713350313504
Haryana,2018,4,122002,86547,11.711792717023645,11.368442897958552
Haryana,2018,4,122006,85334,11.71182550283395,11.354328247263073
Haryana,2018,4,124001,71218,11.728044909070785,11.173500874438023
Haryana,2018,4,122051,67543,11.712194269150917,11.120519711075698
Haryana,2018,4,123401,67235,11.723194494148304,11.115949224257971
Haryana,2018,4,122004,64480,11.711809110063161,11.07411037718051
Haryana,2019,1,122001,194366,11.711784520403112,12.17749825859285
Haryana,2019,1,121004,144318,11.703578881883718,11.8797744771073
Haryana,2019,1,121003,125626,11.703570617659956,11.7410645179628
Haryana,2019,1,121001,122040,11.703554089007538,11.712104138830606
Haryana,2019,1,122002,102287,11.711792717023645,11.535537866640873
Haryana,2019,1,122006,101815,11.71182550283395,11.530912719984615
Haryana,2019,1,124001,83228,11.728044909070785,11.329339108654473
Haryana,2019,1,122051,81253,11.712194269150917,11.305323022587267
Haryana,2019,1,121102,80409,11.704388444681438,11.294881389200718
Haryana,2019,1,123401,80255,11.723194494148304,11.292964344347318
Haryana,2019,2,122001,217913,11.711784520403112,12.291851179547777
Haryana,2019,2,121004,164350,11.703578881883718,12.009753579092365
Haryana,2019,2,121003,141046,11.703570617659956,11.856841357289989
Haryana,2019,2,121001,138083,11.703554089007538,11.83561023261658
Haryana,2019,2,122002,115060,11.711792717023645,11.653209010417285
Haryana,2019,2,122006,114395,11.71182550283395,11.64741265067898
Haryana,2019,2,124001,94885,11.728044909070785,11.460420910988079
Haryana,2019,2,121102,93648,11.704388444681438,11.447298351531002
Haryana,2019,2,123401,92297,11.723194494148304,11.43276691725416
Haryana,2019,2,122051,90453,11.712194269150917,11.412585657769267
Haryana,2019,3,122001,239679,11.711784520403112,12.387055807072649
Haryana,2019,3,121004,182786,11.703578881883718,12.116071348636035
Haryana,2019,3,121003,155581,11.703570617659956,11.954921775301491
Haryana,2019,3,121001,152399,11.703554089007538,11.934257360533365
Haryana,2019,3,122002,126886,11.711792717023645,11.751044324527394
Haryana,2019,3,122006,126740,11.71182550283395,11.749893022877508
Haryana,2019,3,121102,106171,11.704388444681438,11.572806280819812
Haryana,2019,3,124001,105974,11.728044909070785,11.570949059988537
Haryana,2019,3,123401,103749,11.723194494148304,11.549729799492276
Haryana,2019,3,122004,99827,11.711809110063161,11.51119396679208
Haryana,2019,4,122001,258880,11.711784520403112,12.464119912852263
Haryana,2019,4,121004,201072,11.703578881883718,12.211418331854926
Haryana,2019,4,121003,169105,11.703570617659956,12.038275102752317
Haryana,2019,4,121001,164555,11.703554089007538,12.011000139810786
Haryana,2019,4,122006,137295,11.71182550283395,11.82988717448699
Haryana,2019,4,122002,136781,11.711792717023645,11.826136385635744
Haryana,2019,4,121102,117172,11.704388444681438,11.671398219732193
Haryana,2019,4,124001,115727,11.728044909070785,11.658989248100532
Haryana,2019,4,123401,113575,11.723194494148304,11.640218690627604
Haryana,2019,4,122004,109845,11.711809110063161,11.60682556016328
Haryana,2020,1,122001,277400,11.711784520403112,12.533215786862868
Haryana,2020,1,121004,220431,11.703578881883718,12.303339999727672
Haryana,2020,1,121003,183564,11.703570617659956,12.120318659511266
Haryana,2020,1,121001,177159,11.703554089007538,12.084802913406167
Haryana,2020,1,122006,147672,11.71182550283395,11.902748877088436
Haryana,2020,1,122002,146453,11.711792717023645,11.89445983685317
Haryana,2020,1,121102,129418,11.704388444681438,11.770802754929804
Haryana,2020,1,124001,126121,11.728044909070785,11.744997042584112
